072004061999999000001028TPILAR                    MAGRINYA                 I RULL                    00000000          N
072004061999999000001027TAMALIA                   BENAVENTE                BOTIA                     00000000          N
072004061999999000001026TFERNANDO                 BURILLO                  ALBACETE                  00000000          N
072004061999999000001025TJOSE ANTONIO             LARRAÑAGA                ECHAVE                    00000000          N
072004061999999000001024TNURIA                    ESCAPA                   I FALLOLA                 00000000          N
072004061999999000001023TRAQUEL                   ESTEBANEZ                OBESO                     00000000          N
072004061999999000001022TCONCHA                   NASARRE                  SARMIENTO                 00000000          N
072004061999999000001021TMARIE THERESE            HALSOUET                 LAMOTHE                   00000000          N
072004061999999000001020TJOSEP MARIA              RUFI                     I PAGES                   00000000          N
072004061999999000001019TLUIS                     ILLORO                   ARSUAGA                   00000000          N
072004061999999000001018TRAUL                     HUERTA                   FERNANDEZ                 00000000          N
072004061999999000001017TDAVID MANUEL             RIVAS                    INFANTE                   00000000          N
072004061999999000001016TMARIA ROSA               BAUTISTA                 GUERRA                    00000000          N
072004061999999000001015TJOSE                     GOMEZ                    I NACHER                  00000000          N
072004061999999000001014TFRANCHO CHABIER          NAGORE                   LAIN                      00000000          N
072004061999999000001013TJOSE RAMON               BENGOETXEA               CABALLERO                 00000000          N
072004061999999000001012TRAFEL                    MOLINA                   I FERNANDEZ               00000000          N
072004061999999000001011TCARLOS SALVADOR          CERVANTES                ZAMORA                    00000000          N
072004061999999000001010TISABEL NELIDA            GIMENEZ                  ULIAQUE                   00000000          N
072004061999999000058002TLUIS FELIPE              PEREZ                    GUTIERREZ                 00000000          N
072004061999999000058001TJOSE FERNANDO            CANTALAPIEDRA            VILAR                     00000000          N
072004061999999000059054TBRUNO                    LOPEZ                    TEIJEIRO                  00000000          N
072004061999999000059053TJOSE LUIS                BARREIRA                 RODRIGUEZ                 00000000          N
072004061999999000059052TMARIA                    SILVA                    BARCALA                   00000000          N
072004061999999000059051TANTONIO JESUS            PINO                     ROCHA                     00000000          N
072004061999999000059050TMARIA DEL HENAR          CAVERO                   ALONSO                    00000000          N
072004061999999000059049TJESUS MIGUEL             GARCIA                   FERNANDEZ                 00000000          N
072004061999999000059048TMARGARITA                BLASCO                   FERNANDEZ                 00000000          N
072004061999999000059047TJUAN CARLOS              LOPEZ                    DIAZ                      00000000          N
072004061999999000059046TMINERVA                  OLVEIRA                  VILELA                    00000000          N
072004061999999000059045TDIEGO                    BERNAL                   RICO                      00000000          N
072004061999999000059044TANTIA                    MARIÑO                   RIVADULLA                 00000000          N
072004061999999000059043TANGEL MANUEL             PONCE                    RODRIGUEZ                 00000000          N
072004061999999000059042TSARAY                    FERNANDEZ                MARQUES                   00000000          N
072004061999999000059041TJUAN CARLOS              REY                      PIÑEIRO                   00000000          N
072004061999999000059040TREBECA VANESA            BRAVO                    DOMINGO                   00000000          N
072004061999999000059039TEDUARDO                  VIGO                     DOMINGUEZ                 00000000          N
072004061999999000059038TMARIA                    ALVAREZ                  REY                       00000000          N
072004061999999000059037TJUAN FRANCISCO           PAZ                      LOPEZ                     00000000          N
072004061999999000059036TMARTA                    CARRILLO                 GREGORIO                  00000000          N
072004061999999000059035TPEDRO                    VILA                     TABOAS                    00000000          N
072004061999999000059034TMARIA FIODORA            LOPEZ                    PATIÑO                    00000000          N
072004061999999000057043TMARIA JESUS              CHUMILLAS                FERNANDEZ                 00000000          N
072004061999999000057042TMARIA MERCEDES           GONZALEZ                 GARCIA                    00000000          N
072004061999999000057041TMARTA                    PALOMEQUE                POZAS                     00000000          N
072004061999999000057040TMARTIN                   PRADO                    FOENTINES                 00000000          N
072004061999999000057039TJOSE MANUEL              TABOADA                  VALDES                    00000000          N
072004061999999000057038TRUT                      FERNANDEZ                JIMENEZ                   00000000          N
072004061999999000057037TMARIA DOLORES            NARANJO                  AGRAZ                     00000000          N
072004061999999000057036TGABRIEL                  ENGUIDANOS               MARTINEZ                  00000000          N
072004061999999000057035TROSA MARIA               HEREDIA                  DODERO                    00000000          N
072004061999999000057034TNATIVIDAD                CABRERA                  GARCIA                    00000000          N
072004061999999000057033TDANIEL                   CRESPO                   MESA                      00000000          N
072004061999999000057032TNATIVIDAD                LOPEZ                    CABRERA                   00000000          N
072004061999999000057031TLUIS MIGUEL              LOPEZ                    ORGAZ                     00000000          N
072004061999999000057030TJOSE LUIS                LOPEZ                    CABRERA                   00000000          N
072004061999999000057029TMARIA JESUS              TOBAL                    RODRIGUEZ                 00000000          N
072004061999999000057028TISABEL                   ALVAREZ                  RODRIGUEZ                 00000000          N
072004061999999000057027TANTONIO                  MARTIN                   DELGADO                   00000000          N
072004061999999000057026TDAMIAN                   OLIVARES                 PERALTA                   00000000          N
072004061999999000057025TMARTA REBECA             ALFARAZ                  CORRAL                    00000000          N
072004061999999000057024TVALERIANO                QUEIPO                   ZURDO                     00000000          N
072004061999999000057023TFRANCISCO                MARTIN                   ALONSO                    00000000          N
072004061999999000057022TIGNACIO                  MARTIN                   ALONSO                    00000000          N
072004061999999000057021TLAURA                    SANCHEZ                  SANCHEZ                   00000000          N
072004061999999000057020TAMADO                    SANCHEZ                  TEJEDOR                   00000000          N
072004061999999000047031TRAMON IGNACIO            MORENO                   ZAPATERO                  00000000          N
072004061999999000047030TMARIA ICIAR PILAR        VAL                      BURGUETE                  00000000          N
072004061999999000001054TJOSEP                    COMPANY                  I SALA                    00000000          N
072004061999999000001053TNEKANE                   EGUZKITZA                BILBAO                    00000000          N
072004061999999000001052TJULIO                    GUIRAL                   PELEGRIN                  00000000          N
072004061999999000001051TURBANO                   VILLEGAS                 RECIO                     00000000          N
072004061999999000001050TANA BELEN                GIMENO                   HERNANDEZ                 00000000          N
072004061999999000001049TFERMIN                   CIAURRIZ                 GOMEZ                     00000000          N
072004061999999000001048TASSUMPCIO                CIVIS                    I LLOVERA                 00000000          N
072004061999999000001047TPABLO                    MONSARAZ POTUMS          DORADO                    00000000          N
072004061999999000001046TJOSE IGNACIO             ALCALDE                  HERRERO                   00000000          N
072004061999999000001045TPATXI                    MARTINEZ DE ALBENIZ      CASI                      00000000          N
072004061999999000001044TJOAN ANDREU              RODRIGUEZ                I SERRA                   00000000          N
072004061999999000001043TESTEBAN                  MONTORO                  NAVARRO                   00000000          N
072004061999999000001042TCHORCHE                  TRICAS                   LAMANA                    00000000          N
072004061999999000001041TINMACULADA               BONETA                   PIEDRA                    00000000          N
072004061999999000001040TJOSEP FRANCESC           NOGUES                   I QUIXAL                  00000000          N
072004061999999000001039TENCARNA                  CRUZ                     MATILLA                   00000000          N
072004061999999000001038TCHARO                    GIMENEZ                  LAMBAN                    00000000          N
072004061999999000001037TCARLOS                   GARAIKOETXEA             MINA                      00000000          N
