062003051053500201 007A00005900000590000000000000000000270000040300000020000002000049700000000000000N
062003051053500201 010A00005500000550000000000000000000182000026600000050000003000034600000000000000N
062003051053500201 015A00004710000471000000000000000000171000024700000010000000000033200000000000000N
062003051053500402 010B00004500000450000000000000000000130000019500000030000004000026000000000000000N
062003051053500603 002A00005670000567000000000000000000230000035100000060000001000046400000000000000N
062003051053500603 003A00004760000476000000000000000000167000029600000030000001000037300000000000000N
062003051053500603 004B00003820000382000000000000000000170000024200000060000002000030500000000000000N
062003051053500604 002U00005330000533000000000000000000204000032000000100000000000038800000000000000N
062003051053500605 002A00005120000512000000000000000000169000026100000090000002000037000000000000000N
062003051053500605 003B00004840000485000000000000000000230000033500000040000002000041100000000000000N
062003051053500606 002B00004210000421000000000000000000167000023300000070000002000031300000000000000N
062003051053500901 002A00006270000627000000000000000000254000039900000040000001000049400000000000000N
062003051053501102 003B00006510000651000000000000000000306000041700000040000003000051600000000000000N
062003051053501301 004A00003660000366000000000000000000152000022600000000000000000030300000000000000N
062003051053501401 007C00006230000624000000000000000000171000028900000060000002000037900000000000000N
062003051053501504 001A00004360000436000000000000000000104000017100000010000001000025800000000000000N
062003051053501504 007A00004320000432000000000000000000058000009700000030000002000014700000000000000N
062003051053501601 004B00004420000442000000000000000000143000022300000070000001000028300000000000000N
062003051053500101 002A00003320000332000000000000000000146000021900000020000003000027500000000000000N
062003051053500201 003A00004640000464000000000000000000190000026700000020000003000034100000000000000N
062003051053500201 005B00006410000641000000000000000000220000031800000030000007000037800000000000000N
062003051053500201 008A00003840000384000000000000000000169000023400000030000001000029600000000000000N
062003051053500301 003B00003750000375000000000000000000075000013200000040000004000016900000000000000N
062003051053500401 003B00005730000573000000000000000000178000025600000110000007000032100000000000000N
062003051053500401 005A00005370000538000000000000000000126000018600000010000000000027900000000000000N
062003051053500602 001B00007710000772000000000000000000323000049800000100000006000057400000000000000N
062003051053500605 003A00004960000496000000000000000000222000032700000080000007000038700000000000000N
062003051053500607 002U00006080000608000000000000000000253000036300000060000002000046200000000000000N
062003051053500801 002B00004930000493000000000000000000193000031200000060000001000039700000000000000N
062003051053500802 001B00004790000479000000000000000000197000029100000040000002000040000000000000000N
062003051053500901 003A00005290000530000000000000000000266000037200000020000003000044600000000000000N
062003051053500901 015A00005230000523000000000000000000213000036900000030000003000045300000000000000N
062003051053501101 003B00004670000467000000000000000000188000025200000000000000000034800000000000000N
062003051053501101 003C00005990000599000000000000000000259000036600000050000002000044500000000000000N
062003051053501102 002A00006450000645000000000000000000293000041600000090000000000050700000000000000N
062003051053501201 005U00006540000656000000000000000000295000036900000000000000000054100000000000000N
062003051053500101 001A00004540000454000000000000000000200000031400000030000003000039000000000000000N
062003051053500201 003B00005480000548000000000000000000220000031400000030000003000039800000000000000N
062003051053500201 004U00004960000496000000000000000000213000030900000040000001000037700000000000000N
062003051053500201 006C00005140000514000000000000000000147000023900000060000002000033300000000000000N
062003051053500301 003A00003760000376000000000000000000094000014700000120000003000017100000000000000N
062003051053500401 009B00007210000721000000000000000000182000028600000090000001000039200000000000000N
062003051053500402 007A00005290000533000000000000000000133000024000000060000000000032600000000000000N
062003051053500402 007B00005210000521000000000000000000156000024600000000000000000031600000000000000N
062003051053500402 011A00005170000518000000000000000000121000020000000070000001000027300000000000000N
062003051053500603 004A00003090000310000000000000000000140000019800000030000000000025200000000000000N
062003051053500606 002A00004530000454000000000000000000171000027300000040000005000035500000000000000N
062003051053500804 002U00007890000789000000000000000000316000052400000080000009000066500000000000000N
062003051053500901 004A00004390000439000000000000000000180000029600000030000002000036500000000000000N
062003051053500901 007A00005040000505000000000000000000216000035300000020000003000044600000000000000N
062003051053501001 003B00006610000661000000000000000000232000040100000020000002000051100000000000000N
062003051053501101 006A00004850000486000000000000000000210000028300000050000001000034600000000000000N
062003051053501103 002A00004410000441000000000000000000187000024900000040000003000031900000000000000N
062003051053501103 003A00004270000427000000000000000000150000021700000020000002000029200000000000000N
062003051053500101 004B00002020000203000000000000000000096000014300000020000000000017500000000000000N
062003051053500201 008C00003060000306000000000000000000092000013400000030000001000018600000000000000N
062003051053500201 013A00005850000585000000000000000000256000035100000010000006000042000000000000000N
062003051053500401 001A00005930000593000000000000000000157000022800000030000001000031000000000000000N
062003051053500401 003A00004900000490000000000000000000112000019300000060000003000027600000000000000N
062003051053500401 004A00004560000456000000000000000000095000015100000050000000000022800000000000000N
062003051053500401 009A00007190000719000000000000000000184000028400000190000001000039400000000000000N
062003051053500402 003A00006180000619000000000000000000198000029700000040000003000037100000000000000N
062003051053500601 002A00006340000634000000000000000000235000036700000020000005000047200000000000000N
062003051053500601 003B00006990000699000000000000000000284000042300000070000003000051600000000000000N
062003051053500605 002B00006650000666000000000000000000209000034700000100000002000048700000000000000N
062003051053500804 001U00007870000787000000000000000000259000049600000080000008000064600000000000000N
062003051053500901 016A00005600000560000000000000000000283000039100000020000002000048900000000000000N
062003051053501001 002A00005080000508000000000000000000195000030700000010000000000041100000000000000N
062003051053501101 004A00005490000549000000000000000000191000029200000020000000000040700000000000000N
062003051053501301 001B00006690000669000000000000000000243000039800000070000002000053700000000000000N
062003051053501301 002B00005920000592000000000000000000241000038000000050000006000048500000000000000N
062003051053501401 006B00005960000596000000000000000000130000022300000030000001000032900000000000000N
062003051053500101 001B00005090000509000000000000000000214000032500000020000006000042200000000000000N
062003051053500101 002C00004590000459000000000000000000174000027700000010000001000038600000000000000N
062003051053500201 007B00006300000630000000000000000000286000040400000030000002000049900000000000000N
062003051053500201 011B00006630000663000000000000000000321000042500000030000000000052700000000000000N
062003051053500201 012B00007000000700000000000000000000230000035000000070000005000046300000000000000N
062003051053500401 005B00005710000571000000000000000000128000019400000010000001000027800000000000000N
062003051053500402 013A00006210000629000000000000000000152000022800000030000003000032000000000000000N
062003051053500501 001B00007120000712000000000000000000286000044400000040000010000062900000000000000N
062003051053500601 003A00006250000625000000000000000000216000035500000050000000000046200000000000000N
062003051053500605 001B00005350000535000000000000000000242000033900000100000005000039800000000000000N
062003051053500701 001U00006000000600000000000000000000284000040000000020000000000053200000000000000N
062003051053500801 001B00005730000573000000000000000000244000036400000090000005000046300000000000000N
062003051053500901 009C00004640000464000000000000000000180000029600000030000003000040300000000000000N
062003051053500901 013B00003970000397000000000000000000164000027100000020000001000033600000000000000N
062003051053501103 006A00006420000642000000000000000000230000031300000060000008000042000000000000000N
062003051053501401 001A00007740000774000000000000000000325000053100000020000009000065700000000000000N
062003051053501502 001A00002750000275000000000000000000125000018900000020000005000023000000000000000N
062003051053501504 001B00004870000487000000000000000000112000017700000020000003000029200000000000000N
062003051053500201 013B00006060000606000000000000000000267000035100000000000001000043400000000000000N
062003051053500201 014B00004360000436000000000000000000167000025300000040000002000035500000000000000N
062003051053500301 001C00005500000550000000000000000000250000035900000050000007000044400000000000000N
062003051053500401 012B00004270000427000000000000000000107000015800000020000000000022000000000000000N
062003051053500402 002A00005990000599000000000000000000167000025900000050000004000033700000000000000N
062003051053500402 005A00007300000730000000000000000000170000029700000090000001000041200000000000000N
062003051053500402 009B00005950000595000000000000000000158000025200000040000001000034600000000000000N
062003051053500402 011B00005480000548000000000000000000151000023000000020000001000031300000000000000N
062003051053500402 012B00005850000586000000000000000000108000019600000030000000000028800000000000000N
062003051053500402 013B00006290000634000000000000000000144000021500000060000003000029600000000000000N
062003051053500801 001A00005660000566000000000000000000255000036900000050000000000049200000000000000N
062003051053501101 006B00003680000368000000000000000000168000023700000020000000000029700000000000000N
062003051053501103 002B00004170000417000000000000000000170000023600000000000002000029300000000000000N
062003051053501103 005A00006840000684000000000000000000235000036000000030000004000047600000000000000N
062003051053501103 006B00003590000359000000000000000000110000015900000010000000000023100000000000000N
062003051053501103 007A00003660000366000000000000000000145000019500000010000000000025600000000000000N
062003051053501301 001A00006230000623000000000000000000209000036000000080000005000048900000000000000N
062003051053501301 004B00006640000664000000000000000000262000039900000040000009000048100000000000000N
062003051053500101 004A00004400000440000000000000000000157000022800000060000002000030900000000000000N
062003051053500201 002B00003760000376000000000000000000233000025900000020000005000030600000000000000N
062003051053500401 007B00003810000381000000000000000000095000014700000030000001000018300000000000000N
062003051053500402 001B00007970000797000000000000000000172000031000000040000002000043900000000000000N
062003051053500402 009A00006390000639000000000000000000190000028600000050000001000039900000000000000N
062003051053500402 016B00006650000665000000000000000000153000027000000030000000000036500000000000000N
062003051053500603 003B00006360000636000000000000000000256000039100000090000004000048900000000000000N
062003051053500605 005B00005960000596000000000000000000199000031700000070000003000042100000000000000N
062003051053500901 005A00008250000827000000000000000000358000057400000060000009000068400000000000000N
062003051053500901 009A00006180000619000000000000000000257000040700000010000004000054600000000000000N
062003051053500901 011A00002720000272000000000000000000104000015400000020000002000020300000000000000N
062003051053501001 001B00004210000421000000000000000000153000023500000030000001000035300000000000000N
062003051053501103 005B00005950000595000000000000000000195000029200000030000000000039800000000000000N
062003051053501301 002C00003700000370000000000000000000156000022400000010000002000030700000000000000N
062003051053501504 004A00005350000535000000000000000000143000020700000040000002000029300000000000000N
062003051053501601 006A00006200000620000000000000000000135000025900000110000000000034900000000000000N
062003051053501601 008U00005570000557000000000000000000162000023600000040000003000030400000000000000N
062003051053501601 010A00005530000553000000000000000000180000026400000060000002000034500000000000000N
062003051053500201 006A00005750000575000000000000000000171000027500000050000001000037700000000000000N
062003051053500401 003C00004830000483000000000000000000105000018800000050000001000025200000000000000N
062003051053500401 007A00003980000398000000000000000000076000011900000010000000000018400000000000000N
062003051053500402 002B00005240000524000000000000000000170000024400000020000003000032200000000000000N
062003051053500402 006B00003810000381000000000000000000111000015100000000000000000021000000000000000N
062003051053500601 002B00005690000569000000000000000000196000031200000020000004000041100000000000000N
062003051053500602 003U00005860000586000000000000000000240000037800000050000000000047100000000000000N
062003051053500605 005A00006010000601000000000000000000238000035800000050000004000044400000000000000N
062003051053501001 003A00003260000326000000000000000000122000021900000030000001000025700000000000000N
062003051053501001 003C00006570000657000000000000000000215000037200000070000001000049900000000000000N
062003051053501103 002C00004570000457000000000000000000167000024000000000000003000031200000000000000N
062003051053501103 003B00004300000430000000000000000000073000024600000010000000000030800000000000000N
062003051053501103 003C00004920000492000000000000000000190000028100000020000001000035700000000000000N
062003051053501103 004B00007060000706000000000000000000284000039500000030000002000051300000000000000N
062003051053501201 002B00004810000481000000000000000000221000030000000010000001000039900000000000000N
062003051053501401 007B00005700000570000000000000000000161000025900000030000004000035300000000000000N
062003051053501601 001U00007150000716000000000000000000211000033100000040000005000042600000000000000N
062003051053501601 012U00005810000581000000000000000000190000027600000020000006000035700000000000000N
062003051053500201 001A00004590000459000000000000000000175000026700000060000000000033300000000000000N
062003051053500201 009B00005660000566000000000000000000247000031700000090000000000040700000000000000N
062003051053500401 011U00007210000721000000000000000000142000023300000040000000000036300000000000000N
062003051053500402 003B00006360000639000000000000000000199000031600000060000002000038700000000000000N
062003051053500402 005B00007450000745000000000000000000201000032800000160000004000042300000000000000N
062003051053500402 008U00005500000550000000000000000000121000018100000040000003000025000000000000000N
062003051053500402 012A00005960000596000000000000000000117000018700000010000001000028000000000000000N
062003051053500602 002U00005670000567000000000000000000218000033900000050000001000044400000000000000N
062003051053500603 002B00006430000643000000000000000000205000036700000080000003000048700000000000000N
062003051053500604 001A00005160000516000000000000000000212000031100000040000002000040500000000000000N
062003051053500803 002U00006520000652000000000000000000286000040900000060000006000052800000000000000N
062003051053501101 002A00005170000517000000000000000000197000027100000020000003000035100000000000000N
062003051053501201 003B00007370000737000000000000000000271000041800000030000005000054600000000000000N
062003051053501201 006A00005000000500000000000000000000175000028900000020000001000042100000000000000N
062003051053501401 001B00004900000491000000000000000000191000032100000060000002000043000000000000000N
062003051053501401 005B00006750000676000000000000000000243000042200000040000003000052100000000000000N
062003051053501401 006A00005380000538000000000000000000130000021500000020000001000030400000000000000N
062003051053501501 001A00005660000567000000000000000000280000042800000090000008000048900000000000000N
062003051053500201 005A00006220000623000000000000000000230000031300000010000000000040100000000000000N
062003051053500201 014A00004620000462000000000000000000189000028500000020000002000036700000000000000N
062003051053500401 001B00006390000639000000000000000000148000024900000110000003000032700000000000000N
062003051053500401 002B00006090000610000000000000000000204000029800000030000000000036300000000000000N
062003051053500402 001A00007650000765000000000000000000155000027100000030000004000041100000000000000N
062003051053500601 002C00004660000466000000000000000000176000026200000090000002000034300000000000000N
062003051053500604 001B00004520000452000000000000000000216000028900000020000001000034400000000000000N
062003051053500605 001A00006360000636000000000000000000269000038900000090000001000047800000000000000N
062003051053500803 001U00005120000512000000000000000000245000036700000030000001000043100000000000000N
062003051053500901 008B00005180000520000000000000000000245000036700000020000003000044100000000000000N
062003051053501001 001A00004560000456000000000000000000175000028100000030000001000037400000000000000N
062003051053501102 001B00006530000653000000000000000000260000037400000110000002000048400000000000000N
062003051053501201 001A00007050000705000000000000000000280000040700000050000004000056900000000000000N
062003051053501401 002A00006200000620000000000000000000236000037500000030000002000045700000000000000N
062003051053501504 005U00006560000656000000000000000000135000025600000020000003000037900000000000000N
062003051053501601 005A00005050000505000000000000000000160000024800000080000003000032700000000000000N
062003051053501601 014B00005910000592000000000000000000209000031100000070000002000035400000000000000N
062003051053501601 024A00002980000298000000000000000000085000012600000010000000000017100000000000000N
062003051053500101 002B00004720000472000000000000000000181000029500000030000002000039000000000000000N
062003051053500201 009A00005590000559000000000000000000242000031300000030000001000042300000000000000N
062003051053500401 006A00006500000650000000000000000000179000026500000060000007000034200000000000000N
062003051053500401 008U00007130000713000000000000000000211000029000000070000000000038800000000000000N
062003051053500402 014A00005720000575000000000000000000171000025200000050000001000033000000000000000N
062003051053500402 015B00006660000667000000000000000000159000026100000080000008000035900000000000000N
062003051053500501 001A00006760000676000000000000000000285000041400000060000001000058500000000000000N
062003051053500602 001A00007260000727000000000000000000313000046100000090000003000057400000000000000N
062003051053500604 004B00005020000502000000000000000000232000032600000080000005000037400000000000000N
062003051053500607 001B00005740000574000000000000000000247000035400000090000005000045000000000000000N
062003051053500901 011B00006020000602000000000000000000156000031300000010000003000048600000000000000N
062003051053500901 016B00003610000361000000000000000000155000023700000000000003000030800000000000000N
062003051053501101 003A00005380000538000000000000000000225000030200000080000002000039200000000000000N
062003051053501102 003A00005950000595000000000000000000291000036900000040000001000046200000000000000N
062003051053501103 001B00007910000791000000000000000000321000046700000020000002000059100000000000000N
062003051053501103 007B00004860000486000000000000000000203000028000000040000000000036000000000000000N
062003051053501301 002A00004340000434000000000000000000184000027100000040000002000035900000000000000N
062003051053501504 004B00005620000563000000000000000000150000024500000030000005000034300000000000000N
062003051053500101 005U00006570000657000000000000000000287000045100000040000003000056400000000000000N
