032011111010401199Alhama de Almeria                                                                                   001301300000003824000050000281400002814000000000000000000001332000019590000006500000046000021630000000000000000000S
032011111010401399Almeria                                                                                             001301300000190013002390013745500137458000000000000000000056100000783760000444000002554000880460000000000000000000S
032011111010401799Arboleas                                                                                            005305300000004731000030000133700001337000000000000000000000500000008080000002100000018000009180000000000000000000S
032011111010402299Bedar                                                                                               010010000000001039000010000037500000375000000000000000000000178000002600000000900000006000002810000000000000000000S
032011111010403299Carboneras                                                                                          010010000000008123000110000547600005476000000000000000000001682000028330000014700000076000034030000000000000000000S
032011111010403599Cuevas del Almanzora                                                                                010010000000012891000160000821300008212000000000000000000003386000052840000015800000161000058710000000000000000000S
032011111010403799Chirivel                                                                                            005305300000001852000040000139300001393000000000000000000000495000008710000003900000057000009890000000000000000000S
032011111010405899Lijar                                                                                               005305300000000514000010000040200000402000000000000000000000142000002650000001100000005000003060000000000000000000S
032011111010401099Alhabia                                                                                             001301300000000718000010000060200000602000000000000000000000313000004430000001700000014000004610000000000000000000S
032011111010401499Almocita                                                                                            001301300000000185000010000016200000162000000000000000000000090000001150000000300000001000001320000000000000000000S
032011111010401999Bacares                                                                                             005305300000000274000010000026900000269000000000000000000000126000001850000000400000002000002040000000000000000000S
032011111010402499Benahadux                                                                                           001301300000004059000050000304900003049000000000000000000001369000019680000009000000089000022100000000000000000000S
032011111010404599Fi?ana                                                                                              001301300000002432000030000187700001877000000000000000000000758000012230000005800000035000014260000000000000000000S
032011111010404899Gallardos (Los)                                                                                     010010000000003828000040000145900001459000000000000000000000565000009210000002500000023000010600000000000000000000S
032011111010405499Illar                                                                                               001301300000000421000010000038400000384000000000000000000000213000002780000000900000004000003150000000000000000000S
032011111010407299Partaloa                                                                                            005305300000000898000010000033900000339000000000000000000000141000002220000000200000003000002650000000000000000000S
032011111010400499Albanchez                                                                                           005305300000000814000010000045800000458000000000000000000000233000003080000002900000012000003240000000000000000000S
032011111010400699Albox                                                                                               005305300000011042000140000715600007158000000000000000000002573000042640000018500000146000049520000000000000000000S
032011111010403099Canjayar                                                                                            001301300000001490000020000122200001222000000000000000000000566000007890000001700000024000008890000000000000000000S
032011111010404199Enix                                                                                                001301300000000469000010000033400000334000000000000000000000151000002090000000700000006000002290000000000000000000S
032011111010404399Felix                                                                                               001301300000000643000010000052000000520000000000000000000000254000003850000001000000008000004200000000000000000000S
032011111010404799Gador                                                                                               001301300000003225000040000229000002290000000000000000000001194000016730000004300000049000018610000000000000000000S
032011111010405299Huercal de Almeria                                                                                  001301300000015628000200001156700011567000000000000000000004489000066760000043500000262000074480000000000000000000S
032011111010405699Laroya                                                                                              005305300000000164000010000014400000144000000000000000000000059000000890000000100000001000001160000000000000000000S
032011111010400299Abrucena                                                                                            001301300000001367000020000114600001146000000000000000000000469000007140000002000000022000011070000000000000000000S
032011111010400599Alboloduy                                                                                           001301300000000667000010000063100000631000000000000000000000306000004750000000500000016000005100000000000000000000S
032011111010403499Cobdar                                                                                              001301300000000165000010000015200000152000000000000000000000050000000910000000100000000000001060000000000000000000S
032011111010404499Fines                                                                                               005305300000002434000030000151700001517000000000000000000000729000010520000002200000022000011890000000000000000000S
032011111010404699Fondon                                                                                              001301300000000989000020000082600000826000000000000000000000362000005620000001700000020000006000000000000000000000S
032011111010405799Laujar de Andarax                                                                                   001301300000001799000020000145400001454000000000000000000000568000009050000002800000033000010160000000000000000000S
032011111010406099Lucainena de las Torres                                                                             001301300000000671000010000048600000486000000000000000000000227000003240000000400000003000003660000000000000000000S
032011111010406799Ohanes                                                                                              001301300000000761000010000065700000657000000000000000000000247000004450000001600000010000004960000000000000000000S
032011111010401299Alicun                                                                                              001301300000000253000010000023000000230000000000000000000000127000001610000001100000000000001820000000000000000000S
032011111010402999Berja                                                                                               002902900000015325000220001068200010682000000000000000000004032000063330000018200000163000071780000000000000000000S
032011111010405099Gergal                                                                                              001301300000001099000020000081800000818000000000000000000000326000005160000001100000017000005820000000000000000000S
032011111010406199Lucar                                                                                               005305300000000885000010000066800000668000000000000000000000266000004260000000900000012000005200000000000000000000S
032011111010406499Mojacar                                                                                             010010000000007745000050000258500002587000000000000000000000902000014410000008200000030000016940000000000000000000S
032011111010406599Nacimiento                                                                                          001301300000000486000010000038700000387000000000000000000000209000002800000000400000007000003090000000000000000000S
032011111010406699Nijar                                                                                               001301300000028242000270001357000013570000000000000000000004488000075010000026400000220000086290000000000000000000S
032011111010406899Olula de Castro                                                                                     001301300000000209000010000018700000187000000000000000000000090000001140000000400000002000001310000000000000000000S
032011111010400199Abla                                                                                                001301300000001463000020000113900001139000000000000000000000503000007850000004100000014000008340000000000000000000S
032011111010400399Adra                                                                                                002902900000024512000300001724400017244000000000000000000006453000099420000024000000266000113570000000000000000000S
032011111010400799Alcolea                                                                                             001301300000000902000010000079100000791000000000000000000000332000005080000001900000009000005680000000000000000000S
032011111010400899Alcontar                                                                                            005305300000000598000020000053000000530000000000000000000000214000003490000001000000010000004020000000000000000000S
032011111010401899Armu?a de Almanzora                                                                                 005305300000000339000010000029300000293000000000000000000000156000002180000000700000008000002330000000000000000000S
032011111010402399Beires                                                                                              001301300000000121000010000014400000144000000000000000000000096000001060000000200000000000001420000000000000000000S
032011111010405399Huercal-Overa                                                                                       005305300000018278000240001206200012063000000000000000000004763000076760000032100000307000086260000000000000000000S
032011111010406299Macael                                                                                              005305300000006120000080000460400004603000000000000000000002045000031090000006900000121000034840000000000000000000S
032011111010401599Alsodux                                                                                             001301300000000149000010000014900000149000000000000000000000068000000980000000400000000000001110000000000000000000S
032011111010401699Antas                                                                                               010010000000003389000040000218400002184000000000000000000000777000013770000004200000069000015840000000000000000000S
032011111010402199Bayarque                                                                                            005305300000000233000010000018800000188000000000000000000000096000001410000000300000000000001540000000000000000000S
032011111010402799Benizalon                                                                                           001301300000000286000010000026000000260000000000000000000000095000001580000000100000001000001810000000000000000000S
032011111010403199Cantoria                                                                                            005305300000004001000040000249500002496000000000000000000001084000017110000005800000047000018340000000000000000000S
032011111010403399Castro de Filabres                                                                                  001301300000000154000010000016100000162000000000000000000000066000001050000000300000001000001120000000000000000000S
032011111010407199Padules                                                                                             001301300000000502000010000045200000452000000000000000000000235000003280000000800000013000003430000000000000000000S
032011111010407399Paterna del Rio                                                                                     001301300000000449000010000038900000389000000000000000000000195000002520000000800000008000002720000000000000000000S
