06199906105999Canarias                                          01630015021160136636601331390000000000000000000366782006105730001137800004909008139110001390000000000000000N
06199906105384Tenerife                                          00677485008370056538400547712000000000000000000148233002494470000541900001997003304590000270000000000000000N
06199906105385La Palma                                          00078198001000006911300062898000000000000000000018566000306700000035500000276000433390000210000000000000000N
06199906105387El Hierro                                         00007679000100000779100006787000000000000000000001843000033420000006600000020000043380000110000000000000000N
06199906105353Fuerteventura                                     00049020000560004143900041250000000000000000000009852000175930000029100000170000256120000170000000000000000N
06199906105359Las Palmas                                        00849863011420070617100699426000000000000000000193723003192560000547000002544004253320000670000000000000000N
06199906105352Lanzarote                                         00084849001060006865800068038000000000000000000014901000261250000076900000208000363100000210000000000000000N
06199906105351Gran Canaria                                      00715994009800059607400590138000000000000000000168970002755380000441000002166003634100000290000000000000000N
06199906105386La Gomera                                         00016790000270001790700014567000000000000000000004417000078580000006800000072000104430000130000000000000000N
06199906105389Santa Cruz de Tenerife                            00780152009740066019500631964000000000000000000173059002913170000590800002365003885790000720000000000000000N
