041995051360038000002002TJOSE RIVAS FONTAN                                                           00000000  00000000S
041995051360038000002003TMIGUEL DOMINGUEZ VAZ                                                        00000000  00000000S
041995051360038000002004TTOMAS IRIBARREN FERNANDEZ-ROGINA                                            00000000  00000000S
041995051360038000002005TGERMAN DE LA IGLESIA FAUSTINO                                               00000000  00000000S
041995051360038000002006TJOSE BENITO SUAREZ COSTA                                                    00000000  00000000S
041995051360038000002007TFERNANDO GAGO RUIBAL                                                        00000000  00000000S
041995051360038000002008TALEJANDRO AMOEDO RUIZ                                                       00000000  00000000S
041995051360038000002009TMARIA BLANCA RODRIGUEZ FERNANDEZ                                            00000000  00000000S
041995051360038000002010TJUAN ENRIQUE MAGDALENA CHAN                                                 00000000  00000000S
041995051360038000002011TFRANCISCO ARTURO PICHEL MARQUEZ                                             00000000  00000000S
041995051360038000002012TALFONSO RUEDA DE VALENZUELA                                                 00000000  00000000N
041995051360038000002013TCARLOS LOIS TOME                                                            00000000  00000000N
041995051360038000002014TFERNANDO MARIA LAFUENTE LESTON                                              00000000  00000000N
041995051360038000002015TCELESTINO LORES ROSAL                                                       00000000  00000000N
041995051360038000002016TSONIA REY BARROS                                                            00000000  00000000N
041995051360038000002017TJOSE ALEJANDRO BALEA ALONSO                                                 00000000  00000000N
041995051360038000002018TELISA VILLANUEVA LIÑO                                                       00000000  00000000N
041995051360038000002019TMARIA ANGELES BORRAJO QUINTANA                                              00000000  00000000N
041995051360038000002020TMANUEL ARAMBURU NUÑEZ                                                       00000000  00000000N
041995051360038000002021TJORGE DANIEL GARCIA-BORREGON MILLAN                                         00000000  00000000N
041995051360038000002022TANTONIO MIGUEL DE RON PEDREIRA                                              00000000  00000000N
041995051360038000002023TJOSE LUIS TORRADO CASAL                                                     00000000  00000000N
041995051360038000002024TFRANCISCO JAVIER COBIAN SALGADO                                             00000000  00000000N
041995051360038000002025TMARIANO RAJOY BREY                                                          00000000  00000000N
041995051490275000001001TANDRES LUIS CALVO                                                           00000000  00000000S
041995051490275000001002TMARIA JULIA ROMERO MARTIN                                                   00000000  00000000S
041995051490275000001003TLUIS VICENTE PASTOR                                                         00000000  00000000S
041995051490275000001004TANGEL DEL CARMEN ESCALERA                                                   00000000  00000000S
041995051490275000001005TLUIS RODRIGUEZ SAN LEON (IND.)                                              00000000  00000000S
041995051490275000001006TFELIX FRANCISCO RODRIGUEZ PEÑA                                              00000000  00000000S
041995051490275000001007TADOLFO MADRID MARTIN                                                        00000000  00000000S
041995051360038000104001TMIGUEL ANGEL MONTERO VAZ                                                    00000000  00000000S
041995051360038000104002TANTONIO LOURO GOYANES                                                       00000000  00000000S
041995051360038000104003TBALTASAR GARCIA GARCIA                                                      00000000  00000000S
041995051360038000104004TAGUSTIN FERNANDEZ GONZALEZ                                                  00000000  00000000S
041995051360038000104005TMARGARITA FEIJOO LINO                                                       00000000  00000000S
041995051360038000104006TFRANCISCO ROMERO FERNANDEZ (INDEPENDIENTE)                                  00000000  00000000N
041995051360038000104007TJOSE RAMON CASTRO SOTO                                                      00000000  00000000N
041995051360038000104008TANGEL GOMEZ CALLE                                                           00000000  00000000N
041995051360038000104009TMANUEL EULOGIO CORBACHO GARCIA                                              00000000  00000000N
041995051360038000104010TROGELIO PEREZ POZA                                                          00000000  00000000N
041995051360038000104011TLUISA FERNANDA GARCIA ALARCON (INDEPENDIENTE)                               00000000  00000000N
041995051360038000104012TANGELA GARCIA SALGADO                                                       00000000  00000000N
041995051360038000104013TJOSE CAL CONDE                                                              00000000  00000000N
041995051360038000104014TMARIA DEL CARMEN VAZQUEZ GONZALEZ                                           00000000  00000000N
041995051360038000104015TJOSE MIGUEL CARRIL LAMOSO                                                   00000000  00000000N
041995051360038000104016TIDELFONSO MARTINEZ FUENTES (INDEPENDIENTE)                                  00000000  00000000N
041995051360038000104017TMARISOL DIZ LORENZO                                                         00000000  00000000N
041995051360038000104018TJOSE GOMEZ NOVAS                                                            00000000  00000000N
041995051360038000104019TJOSE LUIS ALVAREZ VIJANDE Y PASTOR                                          00000000  00000000N
041995051360038000104020TMARIA JOSE DEL RIO CASTRO                                                   00000000  00000000N
041995051360038000104021TMARINA LAREDO VIDAL                                                         00000000  00000000N
041995051360038000104022TSANTOS MANUEL RODRIGUEZ LAGO                                                00000000  00000000N
041995051360038000104023TLUISA BLANCO RODRIGUEZ                                                      00000000  00000000N
041995051360038000104024TLUCIANO EUSEBIO SANTIAGO ESPERON (INDEPENDIENTE)                            00000000  00000000N
041995051360038000104025TJOSE LUIS COLADAS CALVO                                                     00000000  00000000N
041995051360038000110001TXOSE LUIS MORENO GARCIA                                                     00000000  00000000N
041995051360038000110002TEMILIO MIGUEL BELLAS JIMENEZ                                                00000000  00000000N
041995051360038000110003TBEGOÑA MARIÑO FERNANDEZ                                                     00000000  00000000N
041995051360038000110004TMARIA DEL CARMEN BECERRA SUAREZ                                             00000000  00000000N
041995051360038000110005TJUAN ALBERTO CAMPOS COUSO                                                   00000000  00000000N
041995051360038000110006TANTONIO VILLAMARIN OTERO                                                    00000000  00000000N
041995051360038000110007TGONZALO MIGUEL DE PEDRO QUIJANO                                             00000000  00000000N
041995051360038000110008TJOSE MANUEL ALVES PIÑEIRO                                                   00000000  00000000N
041995051360038000110009TSOCORRO ARAMBURU NUÑEZ                                                      00000000  00000000N
041995051360038000110010TAURELIO TORRES ORGE                                                         00000000  00000000N
041995051360038000110011TMARIA MAR CARMEN GARCIA FEIJOO                                              00000000  00000000N
041995051360038000110012TMANUELA NOVOA SIEIRO                                                        00000000  00000000N
041995051360038000110013TMARINA RUIBAL TORRES                                                        00000000  00000000N
041995051360038000110014TPABLO CONS PINTOS                                                           00000000  00000000N
041995051360038000110015TJOSE JAVIER VICENTE OTERO FURELOS                                           00000000  00000000N
041995051360038000110016TMANUEL RODRIGUEZ PEREYRA                                                    00000000  00000000N
041995051360038000110017TROSA MARIA GONZALEZ VIDAL                                                   00000000  00000000N
041995051360038000110018TRICARDO PIÑA PEREZ                                                          00000000  00000000N
041995051360038000110019TMARIA CARMEN ROMAN GARCIA                                                   00000000  00000000N
041995051360038000110020TDAVID VILLAR POZA                                                           00000000  00000000N
041995051360038000110021TJOSE LUIS PEREIRA CIMA                                                      00000000  00000000N
041995051360038000110022TRAMONA DOMINGUEZ FARIÑA                                                     00000000  00000000N
041995051360038000110023TMARIANO DE PEDRO QUIJANO                                                    00000000  00000000N
041995051360038000110024TMARIA CRISTINA VIDAL SOLIÑO                                                 00000000  00000000N
041995051360038000110025TCARLOS CRESPO ALFAYA                                                        00000000  00000000N
041995051360038000111001TMIGUEL ANXO FERNANDEZ LORES                                                 00000000  00000000S
041995051360038000111002TXOSE CESAREO MOSQUERA LORENZO                                               00000000  00000000S
041995051360038000111003TRAIMUNDO GONZALEZ CARBALLO                                                  00000000  00000000S
041995051360038000111004TMARIA SALOME ALVAREZ BLANCO                                                 00000000  00000000S
041995051360038000111005TGUILLERME VAZQUEZ VAZQUEZ                                                   00000000  00000000S
041995051360038000111006TMARIA CARMEN DE SILVA MENDEZ                                                00000000  00000000S
041995051360038000111007TXOSE LUIS BARA TORRES                                                       00000000  00000000S
041995051360038000111008TMIGUEL ANXO VAZQUEZ PLAZA                                                   00000000  00000000N
041995051360038000111009TXOSE DANIEL CUÑARRO PINTOS                                                  00000000  00000000N
041995051490275000001008TMANUEL COLINO MATEOS (IND.)                                                 00000000  00000000S
041995051490275000001009TGUIDO CONSTANCIO RODRIGUEZ DE LEMA BLANCO                                   00000000  00000000S
041995051490275000001010TJOSE ANTONIO MANUEL VILLARINO CONDE                                         00000000  00000000N
041995051490275000001011TANA ISABEL HERNANDEZ SANCHEZ                                                00000000  00000000N
041995051490275000001012TJULIA GOMEZ PRIETO                                                          00000000  00000000N
041995051490275000001013TJUAN JOSE CAPELLAS ALVAREZ                                                  00000000  00000000N
041995051490275000001014TJESUS FERNANDO MURIAS GRANELL                                               00000000  00000000N
041995051490275000001015TASTERIO DOMINGUEZ MOTA                                                      00000000  00000000N
041995051490275000001016TJUAN ANDRES VAQUERO PEÑA                                                    00000000  00000000N
041995051490275000001017TMIGUEL ANGEL VAQUERO PEREZ                                                  00000000  00000000N
041995051490275000001018TRAQUEL FERNANDO BARAJAS                                                     00000000  00000000N
041995051490275000001019TMARIA FELISA DELGADO CALVO                                                  00000000  00000000N
041995051490275000001020TANGEL GARCIA DURANTES                                                       00000000  00000000N
041995051490275000001021TMARIA DEL CARMEN GARCIA TERUELO                                             00000000  00000000N
041995051490275000001022TMARIA ARANZAZ  PERLINES GALLEGO                                             00000000  00000000N
041995051490275000001023TROSA MARIA ISABEL CHAMORRO GONZALEZ                                         00000000  00000000N
041995051490275000001024TJOSE MARIA ESCALANTE RIVAS                                                  00000000  00000000N
041995051490275000001025TCARLOS JOSE VEGA PEÑA                                                       00000000  00000000N
041995051490275000002001TANTONIO VAZQUEZ JIMENEZ                                                     00000000  00000000S
041995051490275000002002TJOSE ANTOLIN MARTIN MARTIN                                                  00000000  00000000S
041995051490275000002003TFERNANDO MANUEL CHACON ANTON                                                00000000  00000000S
041995051490275000002004TPEDRO ANTONIO RODA FORMARIZ                                                 00000000  00000000S
041995051490275000002005TJOSE FRANCISCO BAHAMONDE SALAZAR                                            00000000  00000000S
041995051490275000002006TPEDRO SAN MARTIN RAMOS                                                      00000000  00000000S
041995051490275000002007TM.. EUGENIA GONZALEZ BAQUERIN                                               00000000  00000000S
041995051490275000002008TJUAN CARLOS DE ANTA TOME                                                    00000000  00000000S
041995051490275000002009TROSA M.. FLORES BERNAL                                                      00000000  00000000S
041995051490275000002010TANGEL MACIAS SALVADOR                                                       00000000  00000000S
041995051490275000002011TALFONSO S. GONZALEZ DE LAS HERAS                                            00000000  00000000S
041995051490275000002012TJUAN JOSE ROMAN MANGAS                                                      00000000  00000000S
041995051490275000002013TJOSE MANUEL MIANO MARINO                                                    00000000  00000000S
041995051490275000002014TANDRES APARICIO OSORIO                                                      00000000  00000000S
041995051490275000002015TFERNANDO DOMINGUEZ VICENTE                                                  00000000  00000000N
041995051490275000002016TMAUDILIO DIAZ DE GERAS FERNANDEZ                                            00000000  00000000N
041995051490275000002017TM.. CARMEN SUTIL HERNANDEZ                                                  00000000  00000000N
041995051490275000002018TBIENVENIDO PEREZ DE ACOSTA                                                  00000000  00000000N
041995051490275000002019TANA NURIA SASTRE TEMPRANO                                                   00000000  00000000N
041995051490275000002020TNARCISO PRIETO MARTIN                                                       00000000  00000000N
041995051490275000002021TRAUL SALAS HERNANDEZ                                                        00000000  00000000N
041995051490275000002022TENRIQUE ALONSO REGUILON                                                     00000000  00000000N
041995051490275000002023TMONSERRAT VILCHES ZAPATA                                                    00000000  00000000N
041995051490275000002024TPEDRO RODRIGUEZ RODRIGUEZ CARRETERO                                         00000000  00000000N
041995051490275000002025TJUSTO GARCIA RODRIGUEZ                                                      00000000  00000000N
041995051490275000044001TBENEDICTO MEZQUITA MEZQUITA                                                 00000000  00000000N
041995051490275000044002TISAURO ALBERTO MARTIN SANTILLANA                                            00000000  00000000N
041995051490275000044003TFAUSTINO REY LORENZO                                                        00000000  00000000N
041995051490275000044004TJULIAN CALVO DOMINGUEZ                                                      00000000  00000000N
041995051490275000044005TJOSE LUIS DE MENA GAGO                                                      00000000  00000000N
041995051490275000044006TANA ISABEL IGLESIAS REMESAL                                                 00000000  00000000N
041995051490275000044007TJESUS MARIA ARROYO RODRIGO                                                  00000000  00000000N
041995051490275000044008TJOSE ANTONIO CASAS FINEZ                                                    00000000  00000000N
041995051490275000044009TADOLFO RAMAJO PASCUAL                                                       00000000  00000000N
041995051490275000044010TLUIS ANGEL TURIÑO SANCHEZ                                                   00000000  00000000N
041995051490275000044011TMIGUEL JOSE PINTADO SERRANO                                                 00000000  00000000N
041995051490275000044012TJOSE ANTONIO MONTES LOPEZ                                                   00000000  00000000N
041995051490275000044013TLUIS ALBERTO DE LA IGLESIA REMESAL                                          00000000  00000000N
041995051490275000044014TJORGE LOPEZ SILVO                                                           00000000  00000000N
041995051490275000044015TMARIA SOCORRO CARNERO CENTENO                                               00000000  00000000N
041995051360038000111010TMARIA ISABEL FERNANDEZ VARELA                                               00000000  00000000N
041995051360038000111011TANXO RAMIRO PAZ GARCIA, "CANO"                                              00000000  00000000N
041995051360038000111012TXOSE ABILLEIRA SOTO                                                         00000000  00000000N
041995051360038000111013TM. MANUELA PORTAS RODIÑO                                                    00000000  00000000N
041995051360038000111014THELADIO PIÑEIRO DIOS                                                        00000000  00000000N
041995051360038000111015TMARIA ANXOS RIVEIRO PORTELA                                                 00000000  00000000N
041995051360038000111016THENRIQUE ZAMORA LORENZO                                                     00000000  00000000N
041995051360038000111017TXAIME XOSE ARGIBAY RIBEIRO                                                  00000000  00000000N
041995051360038000111018TDEMETRIO GOMEZ JUNQUERA                                                     00000000  00000000N
041995051360038000111019TMARIA ISABEL OTERO GAGO                                                     00000000  00000000N
041995051360038000111020TXOSE PORTELA PINTOS                                                         00000000  00000000N
041995051360038000111021TSOLEDAD FERNANDEZ SILVA                                                     00000000  00000000N
041995051360038000111022TXOSE LUIS VEIGA LAGE                                                        00000000  00000000N
041995051360038000111023TANTOLINA FERNANDEZ GONZALEZ                                                 00000000  00000000N
041995051360038000111024TDOMINGOS ANTON GARCIA FERNANDEZ                                             00000000  00000000N
041995051360038000111025TVICENTE GARCIA LEGISIMA                                                     00000000  00000000N
041995051360038000121001TFERNANDO MARTINEZ SARANDESES (INDEPENDIENTE)                                00000000  00000000N
041995051360038000121002TLINO PEDREIRA CASTRO                                                        00000000  00000000N
041995051360038000121003TNIEVES GARCIA GONZALEZ                                                      00000000  00000000N
041995051360038000121004TCELSO BUGALLO AGUILAR (INDEPENDIENTE)                                       00000000  00000000N
041995051360038000121005TJULIA PASTOR MENDIETA                                                       00000000  00000000N
041995051360038000121006TADELA BLANCO JORGE                                                          00000000  00000000N
041995051360038000121007TMARGARITA BEATRIZ GOMEZ CABALLERO                                           00000000  00000000N
041995051360038000121008TANTONIO MANUEL COSTA ESTELA                                                 00000000  00000000N
041995051360038000121009TTERESA VIDAL DOVAL                                                          00000000  00000000N
041995051360038000121010TMARI CARMEN LAGO PEREZ                                                      00000000  00000000N
041995051360038000121011TALFREDO OMIL DIAZ                                                           00000000  00000000N
041995051360038000121012TMARIA DOLORES TRABAZO BUSTOS (INDEPENDIENTE)                                00000000  00000000N
041995051360038000121013TLUIS ALFREDO ESLAVA BLANCO                                                  00000000  00000000N
041995051360038000121014TALFONSO GARCIA SUEIRO                                                       00000000  00000000N
041995051360038000121015TJOSE LINO FRAGUAS URRABIETA                                                 00000000  00000000N
041995051360038000121016TDOMINGO ARIAS RUZA                                                          00000000  00000000N
041995051360038000121017TJOSE LUIS DIEGUEZ ROSADOS                                                   00000000  00000000N
041995051360038000121018TMANUEL BLANCO JORGE                                                         00000000  00000000N
041995051360038000121019TRAFAEL ANGEL PINTOS MENDEZ                                                  00000000  00000000N
041995051360038000121020TANTONIO JOSE GRANDIO FOUZ                                                   00000000  00000000N
041995051360038000121021TJESUS DOVAL CELA                                                            00000000  00000000N
041995051360038000121022TGUSTAVO MARCELO FERREIRO MARTINEZ                                           00000000  00000000N
041995051360038000121023TDOLORES CASTRO MAQUIEIRA                                                    00000000  00000000N
041995051360038000121024TSOLEDAD CARMEN BORRAGAN DANNEL                                              00000000  00000000N
041995051360038000121025TMARIE DE UÑA GONZALEZ                                                       00000000  00000000N
041995051360038360381001TELADIO PORTELA PAZ                                                          00000000  00000000S
041995051360038360381002TMIGUEL GALVEZ GOMEZ-LANDERO                                                 00000000  00000000S
041995051360038360381003TPEDRO ANTONIO RIVAS FONTENLA                                                00000000  00000000N
041995051360038360381004TERNESTO MANUEL FILGUEIRA TOURIÑO                                            00000000  00000000N
041995051360038360381005TPASTOR TORRES CARRO                                                         00000000  00000000N
041995051360038360381006TMARIA TERESA ACUÑA SOLLA                                                    00000000  00000000N
041995051360038360381007TCARLOS LORENZO MAGDALENA                                                    00000000  00000000N
041995051360038360381008TNURIA FONTAIÑA ONEGA                                                        00000000  00000000N
041995051360038360381009TCARMEN LEMOS PEREIRA                                                        00000000  00000000N
041995051360038360381010TVICENTE DOMINGUEZ MUÑAIZ                                                    00000000  00000000N
041995051360038360381011TCLEMENTINA IGLESIAS TREVIÑO                                                 00000000  00000000N
041995051360038360381012TCARLOS M. RODRIGUEZ RODRIGUEZ                                               00000000  00000000N
041995051360038360381013TMANUEL RAMOS MEDIALDEA                                                      00000000  00000000N
041995051360038360381014TMARIA GLORIA ORELLANO PEREIRA                                               00000000  00000000N
041995051360038360381015TMARIA TERESA VAZQUEZ BASCUAS                                                00000000  00000000N
041995051360038360381016TMAXIMINO VILLAVERDE RODRIGUEZ                                               00000000  00000000N
041995051360038360381017TFRANCISCO JAVIER PAZO OLMEDO                                                00000000  00000000N
041995051360038360381018TJOSE MANUEL AMEDO OTERO                                                     00000000  00000000N
041995051490275000044016TJOSE DOMINGO CALVO RODRIGUEZ                                                00000000  00000000N
041995051490275000044017TJOSE MANUEL MIRANDA FERNANDEZ                                               00000000  00000000N
041995051490275000044018TMIGUEL MERCHAN DE DIOS                                                      00000000  00000000N
041995051490275000044019TJOSE DE MIGUEL ISIDRO                                                       00000000  00000000N
041995051490275000044020TANGELA ARIAS AMORES                                                         00000000  00000000N
041995051490275000044021TMANUEL FUENTES PRAGA                                                        00000000  00000000N
041995051490275000044022TFRANCISCO CRESPO GONZALEZ                                                   00000000  00000000N
041995051490275000044023TBEGOÑA MATEOS MARTIN                                                        00000000  00000000N
041995051490275000044024TJOSE VICENTE SANDIN ALVAREZ                                                 00000000  00000000N
041995051490275000044025TANTONIO MARINO CALVO                                                        00000000  00000000N
041995051490275000045001TGABRIEL GIJOSA ALLOZA                                                       00000000  00000000S
041995051490275000045002TFRANCISCO MOLINA MARTINEZ                                                   00000000  00000000S
041995051490275000045003TLAURA RIVERA CARNICERO                                                      00000000  00000000N
041995051490275000045004TFRANCISCO ESTRAVIS FERNANDEZ                                                00000000  00000000N
041995051490275000045005TMARIA ROCIO RAMOS NIETO                                                     00000000  00000000N
041995051490275000045006TMARIA JESUS HIDALGO CASTAÑO                                                 00000000  00000000N
041995051490275000045007TMIGUEL A. VIÑAS GARCIA                                                      00000000  00000000N
041995051490275000045008TAMABLE GARCIA DOMINGUEZ                                                     00000000  00000000N
041995051490275000045009TMARIA NIEVES GARCIA GALAN                                                   00000000  00000000N
041995051490275000045010TALBERTO LLAMAS DIEZ                                                         00000000  00000000N
041995051490275000045011TM.. AUXILIADORA FERNANDEZ LOPEZ                                             00000000  00000000N
041995051490275000045012TFRANCISCO ROMERO ALONSO                                                     00000000  00000000N
041995051490275000045013TMARGARITA SALINAS HIDALGO                                                   00000000  00000000N
041995051490275000045014TM.. ANGELES DE LA IGLESIA HERNANDEZ                                         00000000  00000000N
041995051490275000045015TAQUILINO GARCIA DOMINGUEZ                                                   00000000  00000000N
041995051490275000045016TMARIA ANGELES GARCIA LERA                                                   00000000  00000000N
041995051490275000045017TANDRES GONZALEZ GATO                                                        00000000  00000000N
041995051490275000045018TJOSE ALMAGRO NISA                                                           00000000  00000000N
041995051490275000045019TMARIA ELENA RIOS CARRETERO                                                  00000000  00000000N
041995051490275000045020TLUCIA NIETO ZUÑIGA                                                          00000000  00000000N
041995051490275000045021TMARIA VICTORIA PELAEZ FERNANDEZ                                             00000000  00000000N
041995051490275000045022TMILAGROS FERNANDEZ CHAMORRO                                                 00000000  00000000N
041995051490275000045023TMARIA INMACULADA ENCINAS CARAZO                                             00000000  00000000N
041995051490275000045024TANTONIO SALVADOR CORPORALES                                                 00000000  00000000N
041995051490275000045025TJESUS DE LA IGLESIA MATOS                                                   00000000  00000000N
041995051490275000395001TFRANCISCO IGLESIAS CARREÑO                                                  00000000  00000000N
041995051490275000395002TJUAN MENDEZ JIMENO                                                          00000000  00000000N
041995051490275000395003TDAVID GARCIA LOPEZ                                                          00000000  00000000N
041995051490275000395004TNAZARIO LOZANO LOZANO                                                       00000000  00000000N
041995051490275000395005TJOSE ANGEL MADERO FRANCISCO                                                 00000000  00000000N
041995051490275000395006TPLACIDO DEL RIO MIELGO                                                      00000000  00000000N
041995051490275000395007TMIGUEL ANGEL SANTIAGO FAGUNDEZ                                              00000000  00000000N
041995051490275000395008TFERNANDO DELGADO MARTIN                                                     00000000  00000000N
041995051490275000395009TANGEL ECHAVARRIA RODRIGUEZ                                                  00000000  00000000N
041995051490275000395010TJOSE LUIS GIL GONZALEZ                                                      00000000  00000000N
041995051490275000395011TLIBORIO SEVILLA MUELLEDES                                                   00000000  00000000N
041995051490275000395012TCARLOS MIGUEL GUTIERREZ SALGADO                                             00000000  00000000N
041995051490275000395013TCIPRIANO MIGUEL MATEOS                                                      00000000  00000000N
041995051490275000395014TGONZALO ESCUDERO ALFONSO                                                    00000000  00000000N
041995051490275000395015TJOSE GONZALEZ LUENGO                                                        00000000  00000000N
041995051490275000395016TDANIEL AGUSTIN JAMBRINA DE LA PEÑA                                          00000000  00000000N
041995051490275000395017TANGEL RODRIGUEZ SIMON                                                       00000000  00000000N
041995051490275000395018TGREGORIO GAGO MIRANDA                                                       00000000  00000000N
041995051490275000395019TFERNANDO MATEO MENENDEZ                                                     00000000  00000000N
041995051490275000395020TMIGUEL JULIAN GUTIERREZ ESTEBAN                                             00000000  00000000N
041995051490275000395021TFRANCISCO FERNANDEZ VELASCO                                                 00000000  00000000N
041995051490275000395022TEDUARDO RAMOS HERNANDEZ                                                     00000000  00000000N
041995051490275000395023TCESAR GARCIA LOPEZ                                                          00000000  00000000N
041995051490275000395024TESTEBAN SALVADOR LOPEZ VEGA                                                 00000000  00000000N
041995051360038360381019TRICARDO BELOSO LIGERO                                                       00000000  00000000N
041995051360038360381020TEDMUNDO REY RODRIGUEZ                                                       00000000  00000000N
041995051360038360381021TJOSE PABLO GALVAN CARBALLO                                                  00000000  00000000N
041995051360038360381022TPAULINO MARTIN OTERO                                                        00000000  00000000N
041995051360038360381023TCARLOS A. GONZALEZ RODRIGUEZ                                                00000000  00000000N
041995051360038360381024TAVELINO LAGE CASAL                                                          00000000  00000000N
041995051360038360381025TMANUEL ANTONIO FONTOIRA SURIS                                               00000000  00000000N
041995051360057000002001TMANUEL PEREZ ALVAREZ                                                        00000000  00000000S
041995051360057000002002TJOSE ANTONIO GIL SOTRES                                                     00000000  00000000S
041995051360057000002003TJULIO PEDROSA VICENTE                                                       00000000  00000000S
041995051360057000002004TJOSE RAMON MONTERO ESCRIGAS                                                 00000000  00000000S
041995051360057000002005TMARIA TERESA FERNANDEZ PIÑEIRO                                              00000000  00000000S
041995051360057000002006TPABLO COMESAÑA RIAL                                                         00000000  00000000S
041995051360057000002007TMARIA CORINA PORRO MARTINEZ                                                 00000000  00000000S
041995051360057000002008TJOSE MANUEL FIGUEROA VILA                                                   00000000  00000000S
041995051360057000002009TRAMON CORTEGOSO FERNANDEZ                                                   00000000  00000000S
041995051360057000002010TMARTA GUTIERREZ MEDIERO                                                     00000000  00000000S
041995051360057000002011TJOSE ANTONIO RODRIGUEZ FEIJOO                                               00000000  00000000S
041995051360057000002012TMANUEL RODRIGUEZ LOPEZ                                                      00000000  00000000S
041995051360057000002013TPABLO VAZQUEZ CARIDE                                                        00000000  00000000S
041995051360057000002014TLINO FONTAN MARIÑO                                                          00000000  00000000S
041995051360057000002015TMARIA LUISA GONZALEZ OUTON                                                  00000000  00000000S
041995051360057000002016TCARLOS GONZALEZ DAVILA                                                      00000000  00000000N
041995051360057000002017TJOSE AVELINO FERNANDEZ FERNANDEZ                                            00000000  00000000N
041995051360057000002018TCARLOS MIGUEL RODRIGUEZ PEREZ                                               00000000  00000000N
041995051360057000002019TSALVADOR FERNANDEZ DE LA CIGOÑA FRAGA                                       00000000  00000000N
041995051360057000002020TMARIA LUZ BARCIELA BASTOS                                                   00000000  00000000N
041995051360057000002021TJOSE CARLOS PEREZ PEREZ                                                     00000000  00000000N
041995051360057000002022TMARIA PILAR GONZALEZ RODRIGUEZ                                              00000000  00000000N
041995051360057000002023TJULIO VAZQUEZ MARTINEZ                                                      00000000  00000000N
041995051360057000002024TANDREA LUCIA COSTAS COSTAS                                                  00000000  00000000N
041995051360057000002025TBENITO LOUZON SALGUEIRO                                                     00000000  00000000N
041995051360057000002026TROBERTO PEREZ ALVAREZ                                                       00000000  00000000N
041995051360057000002027TELOISA ALONSO GIL                                                           00000000  00000000N
041995051360057000006001TANTONIO PEREZ BERNARDEZ                                                     00000000  00000000N
041995051360057000006002TLAURA FERNANDEZ GONZALEZ                                                    00000000  00000000N
041995051360057000006003TJOSE MARIA MEDIERO REGA                                                     00000000  00000000N
041995051360057000006004TSEVERINO RODRIGUEZ BARRAL                                                   00000000  00000000N
041995051360057000006005TDOLORES POMBAL MENDEZ                                                       00000000  00000000N
