03199603000002ADEC                                              ACCION DEMOCRATICA CIUDADANA                                                                                                                          000002000002000002
03199603000003AE                                                ACCION ESPAÑOLA                                                                                                                                       000003000003000003
03199603000004AFIT                                              AGRUPACIONES FAMILIARES INDEPENDIENTES TINERFEÑAS                                                                                                     000004000004000004
03199603000005ALAS                                              AGRUPACION LIBERAL AUTONOMISTA Y SOCIAL                                                                                                               000005000005000005
03199603000006AR                                                ACCION REPUBLICANA                                                                                                                                    000006000006000006
03199603000007AUN                                               ALIANZA POR LA UNIDAD NACIONAL                                                                                                                        000007000007000007
03199603000008AY                                                ACCION YUNTAR                                                                                                                                         000008000008000008
03199603000009BNG                                               BLOQUE NACIONALISTA GALEGO                                                                                                                            000009000009000009
03199603000010CC                                                COALICION CANARIA                                                                                                                                     000010000010000010
03199603000011CCV                                               CENTRISTAS DE LA COMUNIDAD VALENCIANA                                                                                                                 000011000011000011
03199603000012CDN                                               CONVERGENCIA DEMOCRATAS DE NAVARRA                                                                                                                    000012000012000012
03199603000013CEX                                               COALICION EXTREMEÑA                                                                                                                                   000013000013000013
03199603000014CHA                                               CHUNTA ARAGONESISTA                                                                                                                                   000014000014000014
03199603000015CIU                                               CONVERGENCIA I UNIO                                                                                                                                   000015000015000015
03199603000016CIV                                               CANDIDATURA INDEPENDIENTE DE VALLADOLID                                                                                                               000016000016000016
03199603000017CN                                                CULTURA NATURAL                                                                                                                                       000017000017000017
03199603000018CR                                                COALICIO REPUBLICANA                                                                                                                                  000018000018000019
03199603000019CR                                                COALICION REPUBLICANA                                                                                                                                 000019000019000019
03199603000020DSA                                               DINAMICA SOCIAL ARAGONESA                                                                                                                             000020000020000020
03199603000021EA                                                EUSKO ALKARTASUNA                                                                                                                                     000021000021000021
03199603000022EAJ-PNV                                           EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO                                                                                                    000022000022000022
03199603000023EFS                                               AGRUP.DE ELECTORES "EIVISSA I FORMENTERA AL SENAT"                                                                                                    000023000023000023
03199603000024ENV                                               ESQUERRA NACIONALISTA VALENCIANA                                                                                                                      000024000024000024
03199603000025ERC                                               ESQUERRA REPUBLICANA DE CATALUNYA                                                                                                                     000025000025000025
