032016061049010000013001TJuan Jesús               Cano                     Castañeda                 00000000          N
032016061049011000013002TJuana                    Antequera                Puertas                   00000000          N
032016061049012000013003TJosé Luis                Túnez                    Cano                      00000000          N
032016061049024000017001TManuel José              Gallardo                 Ruiz                      00000000          N
032016061049025000017002TJosefa María             Uribe                    Rodríguez                 00000000          N
032016061049026000017003TJosé María               García                   Vargas                    00000000          N
032016061049023000028001TJuan Antonio             Amate                    Navarro                   00000000          N
032016061049013000041001TMaría del                Carmen Maldonado         Ureña                     00000000          N
032016061049014000041002TManuel                   Ramón                    Nieto                     00000000          N
032016061049022000049001TDaniel Jesús             Cruz                     Garzón                    00000000          N
032016061049007000062001TMónica                   Fernández                Amador                    00000000          N
032016061049008000062002TTeresa                   Novo                     García                    00000000          N
032016061049009000062003TLuis Jesús               López                    Pérez                     00000000          N
032016061049001000068001TLuis Rogelio             Rodríguez Comendador     Pérez                     00000000          S
032016061049002000068002TEugenio Jesús            Gonzálvez                García                    00000000          S
032016061049003000068003TMaría Isabel             Sánchez                  Torregrosa                00000000          S
032016061049004000077001TJuan Carlos              Pérez                    Navas                     00000000          S
032016061049005000077002TRosa María               Pintos                   Muñoz                     00000000          N
032016061049006000077003TJosé                     Berruezo                 Padilla                   00000000          N
032016061049019000081001TRicardo José             Martínez                 Monllor                   00000000          N
032016061049020000081002TZenaida                  Gonzáles                 Cerón                     00000000          N
032016061049021000081003TJuan José                Jerez                    Collado                   00000000          N
032016061049015000093001THugo César               Castro                   Arellano                  00000000          N
032016061049016000094001TConsuelo                 Sardón                   Montoya                   00000000          N
032016061049017000094002TRamiro José              Téllez                   Sanz                      00000000          N
032016061049018000094003TJosé Francisco           Berenguel                Gutiérrez                 00000000          N
032016061119010000013001TMaría Jesús              García                   Tovar                     00000000          N
032016061119011000013002TCarlos                   Pérez                    González                  00000000          N
032016061119012000013003TFrancisco                López                    García                    00000000          N
032016061119025000028001TJoaquín Antonio          Fernández                Foncubierta               00000000          N
032016061119013000041001TLuis Alberto             Lozano                   Rodríguez                 00000000          N
032016061119014000041002TCristina                 Ibáñez                   Pozo                      00000000          N
032016061119015000041003TMerecedes                Álvarez                  Tobalina                  00000000          N
032016061119023000049001TMario                    Carrillo                 Trujillo                  00000000          N
032016061119024000053001TCarmen                   Díaz                     López                     00000000          N
032016061119007000062001TJosé Manuel              Mariscal                 Cifuentes                 00000000          N
032016061119008000062002TMaría Emma               Martín                   Díaz                      00000000          N
032016061119009000062003TJosé                     Abeledo                  González                  00000000          N
032016061119001000068001TJosé Ignacio             Landaluce                Calleja                   00000000          S
032016061119002000068002TMaría José               de Alba                  Castiñeira                00000000          S
032016061119003000068003TJosé                     Ortiz                    Galván                    00000000          S
032016061119004000077001TFrancisco                González                 Cabaña                    00000000          S
032016061119005000077002TMaría Dolores            Naval                    Zarazaga                  00000000          N
032016061119006000077003TFrancisco Manuel         Lara                     Fernández                 00000000          N
032016061119020000081001TManuel                   Serrano                  Martín                    00000000          N
032016061119021000081002TAntonio                  García-Galán             Molina                    00000000          N
032016061119022000081003TMargarita                Orozco                   Alfonsín                  00000000          N
032016061119016000093001TManuel                   Villalpando              Chanivet                  00000000          N
