07198906000001IP                                                IZQUIERDA DE LOS PUEBLOS                                                                                                                              000001000001000001
07198906000002FPR                                               FEDERACION DE PARTIDOS REGIONALES                                                                                                                     000002000002000002
07198906000003PTE-UC                                            P. DE LOS TRABAJADORES DE ESPAÑA-UNIDAD COMUNISTA                                                                                                     000003000003000003
07198906000004BNG                                               BLOQUE NACIONALISTA GALEGO                                                                                                                            000004000004000004
07198906000005CN                                                COALICION NACIONALISTA                                                                                                                                000005000005000005
07198906000006PA                                                PARTIDO ANDALUCISTA                                                                                                                                   000006000006000006
07198906000007AV-MEC                                            ALTERNATIVA VERDA-MOVIMENT ECOLOGISTA DE CATALUNYA                                                                                                    000007000007000007
07198906000008HB                                                HERRI BATASUNA                                                                                                                                        000008000008000008
07198906000009BACTERIA                                          AGRUPACION DE ELECTORES B.A.C.T.E.R.I.A.                                                                                                              000009000009000009
07198906000010PP                                                PARTIDO POPULAR                                                                                                                                       000010000010000010
07198906000011PSOE                                              PARTIDO SOCIALISTA OBRERO ESPAÑOL                                                                                                                     000011000011000011
07198906000012PED                                               UNIDAD CENTRISTA-P.E.D.                                                                                                                               000012000012000012
07198906000013PCPE-PCC                                          PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA-P.C.C.                                                                                                     000013000013000013
07198906000014P.E.P.                                            POR LA EUROPA DE LOS PUEBLOS                                                                                                                          000014000014000014
07198906000015RUIZ-MATEOS                                       AGRUPACION DE ELECTORES JOSE MARIA RUIZ MATEOS                                                                                                        000015000015000015
07198906000016FN                                                FRENTE NACIONAL                                                                                                                                       000016000016000016
07198906000017IU                                                IZQUIERDA UNIDA                                                                                                                                       000017000017000017
07198906000018EPV                                               AGRUPACION DE ELECTORES "EUROPA POR LA VIDA"                                                                                                          000018000018000018
07198906000019LVE                                               LOS VERDES ECOLOGISTAS                                                                                                                                000019000019000019
07198906000020FE-JONS                                           FALANGE ESPAÑOLA DE LAS J.O.N.S.                                                                                                                      000020000020000020
07198906000021CSD                                               COALICION SOCIALDEMOCRATA                                                                                                                             000021000021000021
07198906000022C.LL.                                             CATALUNYA LLIURE                                                                                                                                      000022000022000022
07198906000023PST-PORE                                          P. SOCIALISTA TRABAJADORES-P. OBREROS REVOL ESPAÑA                                                                                                    000023000023000023
07198906000024CIU                                               COALICION ELECTORAL CONVERGENCIA I UNIO                                                                                                               000024000024000024
07198906000025CDS                                               CENTRO DEMOCRATICO Y SOCIAL                                                                                                                           000025000025000025
07198906000026AR                                                ALIANZA POR LA REPUBLICA                                                                                                                              000026000026000026
07198906000027VERDE                                             PARTIDO VERDE (VERTICE ESP. REIV. DESR. ECOLOGICO)                                                                                                    000027000027000027
07198906000028IDE                                               INICIATIVA PARA UNA DEMOCRACIA EUROPEA                                                                                                                000028000028000028
07198906000029P.CAR.                                            PARTIDO CARLISTA                                                                                                                                      000029000029000029
