0819830514411500022002601FRANCISCO                FABREGAT                 HERNANDEZ                                   011N
0819830514411500022002601CONSTANTINO              MONZON                   ARGENTE                                     013N
0819830514411500022002601ALEJANDRO                TOLOSA                   CAPILLA                                     008N
0819830514411500047103001VICENTE                  FRANCISCO                S.GASCON                                    047S
0819830514411500047103001MIGUEL ANGEL             HERRERO                  GASCON                                      002N
0819830514411500047103001GERARDO                  GASCON                   NAVARRO                                     021N
0819830514411500047103001ELIAS ANGEL              IZQUIERDO                HERRERO                                     034N
0819830514411500047103001CARLOS                   ESPAÑOL                  TREGON                                      016N
0819830514411500055904603TOMAS PEDRO              ARGENTE                  VILLARROYA                                  043S
0819830514411500055904603RAFAEL                   MARZO                    GOMEZ                                       013N
0819830514411500055904603PEDRO JOSE               SANGÜESA                 BELLO                                       026N
0819830514411500055904603MIGUEL                   GASCON                   NAVARRO                                     053S
0819830514411500055904603JACINTO                  HERNANDEZ                AZNAR                                       052S
0819830514411600022005205ROMUALDO                 CALVO                    HERNANDEZ                                   041S
0819830514411600022005205PASCUAL                                                                                       054S
0819830514411600022005205MANUEL                   CASADO                   LOPEZ                                       041S
0819830514411600022005205JOSE                     MIGUEL                   RAMOS                                       031S
0819830514411600022005205AGUSTIN                  RAMOS                    MAUREL                                      041S
0819830514411900055902805MANUEL                   CHAVARRIAS               GONZALEZ                                    034S
0819830514411900055902805LAUREANO                 GONZALEZ                 RUSTARAZO                                   021S
0819830514411900055902805HUMBERTO                 GARCIA                   IBAÑEZ                                      014S
0819830514411900055902805GABRIEL                  LAHOZ                    ABAD                                        028S
0819830514411900055902805FELIX                    IBAÑEZ                   SORIANO                                     018S
0819830514411900057400900FRANCISCO JAVIER         SOLER                    LOPEZ                                       009N
0919830514412100055902704SALVADOR                 IZQUIERDO                GARCIA                                      029S
