04198305000001A                                                 A                                                                                                                                                     001000001000001000
04198305000002APO                                               A.P. OLIVELLA                                                                                                                                         001000001000001000
04198305000003AAN                                               AAN                                                                                                                                                   001000001000001000
04198305000004AC                                                AC                                                                                                                                                    001000001000001000
04198305000005ARDE                                              ACCION REPUBLICANA DEMOCRATICA ESPAÑOLA                                                                                                               000007000007000007
04198305000006ADEI                                              ACCIÓN DE LOS ELECTORES INDEPENDIENTES                                                                                                                001000001000001000
04198305000007ARDE                                              ACCIÓN REPUBLICANA DEMOCRÁTICA ESPAÑOLA                                                                                                               000007000007000007
04198305000008ACD                                               ACD                                                                                                                                                   001000001000001000
04198305000009ACI                                               ACI                                                                                                                                                   001000001000001000
04198305000010ADI                                               ADI                                                                                                                                                   001000001000001000
04198305000011INDEP                                             ADUNAKO ELKARTE HERRITARRA                                                                                                                            001000001000001000
04198305000012AEA                                               AEA                                                                                                                                                   001000001000001000
04198305000013AEC                                               AEC                                                                                                                                                   001000001000001000
04198305000014AEIAP                                             AEIAP                                                                                                                                                 001000001000001000
04198305000015AEICU                                             AEICU                                                                                                                                                 001000001000001000
04198305000016AGRINDEP                                          AGRICOLA INDEPENDIENTES                                                                                                                               001000001000001000
04198305000017INDEP                                             AGRPACIÓN ELECTORES EKIN                                                                                                                              001000001000001000
04198305000018AGRUP E IND                                       AGRUP E INDP                                                                                                                                          001000001000001000
04198305000019AEI                                               AGRUPACION DE ELECTORES INDEPENDIENTES                                                                                                                001000001000001000
04198305000020AGE IRIPPO                                        AGRUPACION ELECTORAL IRIPPO                                                                                                                           001000001000001000
04198305000021AGE                                               AGRUPACION ELECTORES                                                                                                                                  001000001000001000
04198305000022AIM                                               AGRUPACION INDEPENDIENTE DE MILLENA                                                                                                                   001000001000001000
04198305000023ADIR                                              AGRUPACION INDEPENDIENTE DE RIBAS DEL SIL                                                                                                             001000001000001000
04198305000024AMA-C.I.                                          AGRUPACION MUNICIPAL AUTONOMA - COALICION INDEPEND                                                                                                    001000001000001000
04198305000025API-AB                                            AGRUPACION PARTIDO INDEPENDIENTE DE ALBACETE                                                                                                          001000001000001000
04198305000026AAVU                                              AGRUPACIÓN AGRARIA DEL VALLE DE UNCITI                                                                                                                001000001000001000
04198305000027AASN                                              AGRUPACIÓN AGRÍCOLA SAN NICASIO                                                                                                                       001000001000001000
04198305000028INDEP                                             AGRUPACIÓN ANTEIGLESIAS DE ESCORIATZA                                                                                                                 001000001000001000
04198305000029ABI                                               AGRUPACIÓN BROCEÑA INDEPENDIENTE                                                                                                                      001000001000001000
04198305000030ACI                                               AGRUPACIÓN CACEREÑA INDEPENDIENTE                                                                                                                     001000001000001000
04198305000031AVA                                               AGRUPACIÓN DE  VECINOS L`ALBIOL                                                                                                                       001000001000001000
04198305000032AE                                                AGRUPACIÓN DE ELECTORES                                                                                                                               001000001000001000
04198305000033AEL                                               AGRUPACIÓN DE ELECTORES                                                                                                                               001000001000001000
04198305000034AG ELEC                                           AGRUPACIÓN DE ELECTORES                                                                                                                               001000001000001000
04198305000035INDEP                                             AGRUPACIÓN DE ELECTORES                                                                                                                               001000001000001000
04198305000036AEEP                                              AGRUPACIÓN DE ELECTORES " EL PARRAL "                                                                                                                 001000001000001000
04198305000037AELAS                                             AGRUPACIÓN DE ELECTORES " LA ASUNCION"                                                                                                                001000001000001000
04198305000038AEZ                                               AGRUPACIÓN DE ELECTORES "ZABALLA"                                                                                                                     001000001000001000
04198305000039AE (HB)                                           AGRUPACIÓN DE ELECTORES (HB)                                                                                                                          001000001000001000
04198305000040AEA                                               AGRUPACIÓN DE ELECTORES - A                                                                                                                           001000001000001000
04198305000041AEB                                               AGRUPACIÓN DE ELECTORES - B                                                                                                                           001000001000001000
04198305000042AG ELEC 1                                         AGRUPACIÓN DE ELECTORES 1                                                                                                                             001000001000001000
04198305000043AG ELEC 2                                         AGRUPACIÓN DE ELECTORES 2                                                                                                                             001000001000001000
04198305000044AG ELEC 3                                         AGRUPACIÓN DE ELECTORES 3                                                                                                                             001000001000001000
04198305000045AEDACI                                            AGRUPACIÓN DE ELECTORES DE AGRICULTORES Y GANADERO                                                                                                    001000001000001000
04198305000046AEB                                               AGRUPACIÓN DE ELECTORES DE BARBARIN                                                                                                                   001000001000001000
04198305000047INDEP                                             AGRUPACIÓN DE ELECTORES DE GORDEXOLA                                                                                                                  001000001000001000
04198305000048AEG                                               AGRUPACIÓN DE ELECTORES DE GUIJO                                                                                                                      001000001000001000
04198305000049AEL                                               AGRUPACIÓN DE ELECTORES DE LEGARIA                                                                                                                    001000001000001000
04198305000050AEM                                               AGRUPACIÓN DE ELECTORES DE MIRAFUENTES                                                                                                                001000001000001000
04198305000051AEN                                               AGRUPACIÓN DE ELECTORES DE NAZAR                                                                                                                      001000001000001000
04198305000052AEO                                               AGRUPACIÓN DE ELECTORES DE OLEJUA                                                                                                                     001000001000001000
04198305000053AEDTT                                             AGRUPACIÓN DE ELECTORES DE TORRECILLAS DE LA TIESA                                                                                                    001000001000001000
04198305000054INDEP                                             AGRUPACIÓN DE ELECTORES GERANDA                                                                                                                       001000001000001000
04198305000055INDEP                                             AGRUPACIÓN DE ELECTORES HERRI BATZAR                                                                                                                  001000001000001000
04198305000056INDEP                                             AGRUPACIÓN DE ELECTORES HERRITARRAK                                                                                                                   001000001000001000
04198305000057INDEP                                             AGRUPACIÓN DE ELECTORES IBAI-BASO                                                                                                                     001000001000001000
04198305000058AEI                                               AGRUPACIÓN DE ELECTORES INDEPENDIENTES                                                                                                                001000001000001000
04198305000059AEIDA                                             AGRUPACIÓN DE ELECTORES INDEPENDIENTES                                                                                                                001000001000001000
04198305000060AGI                                               AGRUPACIÓN DE ELECTORES INDEPENDIENTES                                                                                                                001000001000001000
04198305000061INDEP                                             AGRUPACIÓN DE ELECTORES INDEPENDIENTES                                                                                                                001000001000001000
04198305000062AEIIC                                             AGRUPACIÓN DE ELECTORES INDEPENDIENTES "ITUR CAIN"                                                                                                    001000001000001000
04198305000063AEIM                                              AGRUPACIÓN DE ELECTORES INDEPENDIENTES "MEANO"                                                                                                        001000001000001000
04198305000064AEINSOL                                           AGRUPACIÓN DE ELECTORES INDEPENDIENTES "NTRA.SEÑOR                                                                                                    001000001000001000
04198305000065AEINSID                                           AGRUPACIÓN DE ELECTORES INDEPENDIENTES "SAN ISIDRO                                                                                                    001000001000001000
04198305000066AEI-1                                             AGRUPACIÓN DE ELECTORES INDEPENDIENTES 1                                                                                                              001000001000001000
04198305000067AEI-2                                             AGRUPACIÓN DE ELECTORES INDEPENDIENTES 2                                                                                                              001000001000001000
04198305000068AEIC                                              AGRUPACIÓN DE ELECTORES INDEPENDIENTES C.                                                                                                             001000001000001000
04198305000069AEIG                                              AGRUPACIÓN DE ELECTORES INDEPENDIENTES DE GALLUES                                                                                                     001000001000001000
04198305000070AEIG                                              AGRUPACIÓN DE ELECTORES INDEPENDIENTES DE GÜESA                                                                                                       001000001000001000
04198305000071AEI de I                                          AGRUPACIÓN DE ELECTORES INDEPENDIENTES DE IBARGOIT                                                                                                    001000001000001000
04198305000072AEIJG                                             AGRUPACIÓN DE ELECTORES INDEPENDIENTES DE LA JUVEN                                                                                                    001000001000001000
04198305000073AEIL                                              AGRUPACIÓN DE ELECTORES INDEPENDIENTES DE LEACHE                                                                                                      001000001000001000
04198305000074AEIS                                              AGRUPACIÓN DE ELECTORES INDEPENDIENTES DE SARRIÉS                                                                                                     001000001000001000
04198305000075AEIU                                              AGRUPACIÓN DE ELECTORES INDEPENDIENTES DE UNCITI                                                                                                      001000001000001000
04198305000076AEIZ                                              AGRUPACIÓN DE ELECTORES INDEPENDIENTES DE ZÚÑIGA                                                                                                      001000001000001000
04198305000077AEIVO                                             AGRUPACIÓN DE ELECTORES INDEPENDIENTES DEL VALLE D                                                                                                    001000001000001000
04198305000078AGREIMA                                           AGRUPACIÓN DE ELECTORES INDEPENDIENTES LOS MARINES                                                                                                    001000001000001000
04198305000079AEIM                                              AGRUPACIÓN DE ELECTORES INDEPENDIENTES MELGAR                                                                                                         001000001000001000
04198305000080AEIPA                                             AGRUPACIÓN DE ELECTORES INDEPENDIENTES PALMA                                                                                                          001000001000001000
04198305000081AEIPU                                             AGRUPACIÓN DE ELECTORES INDEPENDIENTES PUNTA UMBRÍ                                                                                                    001000001000001000
04198305000082AEISA                                             AGRUPACIÓN DE ELECTORES INDEPENDIENTES SAN ANDRÉS                                                                                                     001000001000001000
04198305000083AEISZ                                             AGRUPACIÓN DE ELECTORES INDEPENDIENTES SAN ZOILO                                                                                                      001000001000001000
04198305000084AEITA                                             AGRUPACIÓN DE ELECTORES INDEPENDIENTES TXAPEL-AZPI                                                                                                    001000001000001000
04198305000085AEIV                                              AGRUPACIÓN DE ELECTORES INDEPENDIENTES VALVERDE                                                                                                       001000001000001000
04198305000086AEI                                               AGRUPACIÓN DE ELECTORES INDEPENDIENTESENDIENTES                                                                                                       001000001000001000
