0819790411213100227006305Heliodor                 Gimeno                   Alegre                                      034S
0819790411213100227006305Ernesto                  Pérez                    Gimeno                                      063S
0819790411213100227006305Cándido                  Salvador                 Gimeno                                      044S
0819790411213100227006305Celestino                Pérez                    Pradas                                      048S
0819790411213300209800000Carmen                   García                   García                                      000N
0819790411213300209800000Adelina                  García                   Fernández                                   000N
0819790411213300227001805Saturnino                Villalba                 Colar                                       007S
0819790411213300227001805Lorenzo                  Colas                    Rufanges                                    028S
0819790411213300227001805José                     Cortes                   Villanueva                                  014S
0819790411213300227001805Enrique                  Alcodori                 Salvador                                    007S
0819790411213300227001805Benito                   Monte                    Navarro                                     016S
0819790411213700209800000Víctor                   Arnau                    Esteller                                    000N
0819790411213700209800000Ausencia                 Buj                      Monserrate                                  000N
0819790411213700227003305Manuel                   Mestre                   Mestre                                      024S
0819790411213700227003305José                     Martí                    Adell                                       026S
0819790411213700227003305Francisco                Querol                   Grau                                        016S
0819790411213700227003305Francisco                Grau                     Folch                                       046S
0819790411213700227003305Felipe                   Gil                      Carceller                                   021S
0819790411214100209800000Pedro                    López                    Rodríguez                                   000N
0819790411214100209800000Cayetano                 Fernández                Belmonte                                    000N
0819790411214100227004405Manuel                   Millán                   Martí                                       049S
0819790411214100227004405Juan                     Hernández                Beltrán                                     048S
0819790411214100227004405José A.                  Riera                    Balaguer                                    019S
0819790411214100227004405José                     Martí                    Carceller                                   031S
0819790411214100227004405José                     Barbera                  Viñals                                      032S
0919790412605700227002305F.                       Alonso                   Sáenz                                       037S
0919790412605700227002305D.                       García                   Martínez                                    004S
0819790412605800183405401V.                       Tomás                    Pérez                                       004N
0819790412605800183405401R.                       Ochoa                    Martínez                                    063N
0819790412605800183405401P.I.                     Martínez                 Santolaya                                   068S
0819790412605800183405401F.                       Pérez                    Ochoa                                       064N
0819790412605800183405401A.                       Lafuente                 Fernández                                   020N
0819790412605800227012304Mª M.                    Martínez                 Lafuente                                    008N
0819790412605800227012304J.                       Marín                    Rueda                                       120S
0819790412605800227012304F.                       Ochoa                    Pascual                                     154S
0819790412605800227012304D.                       Lafuente                 Sánchez                                     102S
0819790412605800227012304A.                       Viribay                  Fernández                                   110S
0819790412606000209800200R.                       Monterrubio              Fdez                                        002N
0819790412606000209800200A.                       Montalbo                 Bastida                                     002N
0819790412606000227005205S.                       Sáez                     Sáenz                                       042S
0819790411721200200905605Jorge                    Verdaguer                Martínez                                    044S
0819790411721600201407505Miguel                   Prats                    Costal                                      000S
0819790411721600201407505Martín                   Batllori                 Sans                                        066N
0819790411721600201407505Juan                     Muriscot                 Furcara                                     056N
0819790411721600201407505José Mª                  Figueras                 Rubirola                                    079S
0819790411721600201407505José                     Masso                    Masos                                       000S
0819790411721600201407505José                     Camps                    Casademont                                  060S
0819790411721600201407505Francisco                Batllori                 Sans                                        040S
0819790411722200202103805Narciso                  Sabri                    Puig                                        048S
0819790411722200202103805Narciso                  Oriol                    Balles                                      028S
0819790411722200202103805Juan                     Farrero                  Bramont                                     019S
0819790411722200202103805José                     Tomás                    Madrenas                                    026S
0819790411722200202103805Jaime                    Rispau                   Planas                                      031S
0919790411722700201902804Ángel                    Torroella                Oliveras                                    025S
0919790411722700201902804Sol                      Pastra                   Vila                                        027S
0919790411722700201902804Miguel                   Simón                    Buran                                       033S
0919790411722700201902804Juan                     Pastra                   Vila                                        029S
0919790411722700202003301Javier                   Maso                     Aiguabella                                  033S
0819790411723200227005405Pedro                    Cos                      Geli                                        068S
0819790411723200227005405Luis                     Xargay                   Juncarel                                    036S
0819790411723200227005405José                     Rispau                   Viñas                                       043S
0819790411723200227005405José                     Batlle                   Braces                                      046S
0819790411723200227005405José                     Adroher                  Pages                                       025S
0819790412500100087603705Miguel I.                Erill                    Bernado                                     011S
0819790412500100087603705Juan                     Murgo                    Bernado                                     009S
0819790412500100087603705José                     Murgo                    Ribo                                        050S
0819790412500100087603705José                     Guimo                    Graell                                      063S
0819790412500100087603705Francisco                Rende                    Murgo                                       015S
0819790412502200094503105Pedro                    Bresco                   Roca                                        012S
0819790412502200094503105Martín                   Galcerán                 Blanch                                      075S
0819790412502200094503105Jesús                    Llera                    Porta                                       013S
0819790412502200094503105Javier                   Durany                   Eroles                                      012S
0819790412502200094503105Delfín                   Abande                   Solé                                        012S
0819790412503000094506405Luis                     Canals                   Fonsubirana                                 046S
0819790412503000094506405José                     Nicola                   Isern                                       030S
0819790412503000094506405José                     Jordana                  Andorra (Suplente)                          000N
0819790412503000094506405Jaime                    Tor                      Coll                                        081S
0819790412503000094506405Jaime                    Soldevilla               Viladonat                                   038S
0819790412503000094506405Antonio                  Gispert                  Palau                                       062S
0919790412503100020002101Pedro                    Condo                    Castet                                      011N
0919790412503100020002101Mª Luisa                 Cortés                   Abeija                                      013N
0919790412503100020002101Manuel                   Castet                   Bernandets                                  021S
0919790412503100020002101José                     Castet                   Castet                                      020N
0919790412503100020002101Adriano                  Castet                   Busquet                                     021N
0919790412503100225602504Miguel                   Pedarros                 Batnala                                     000N
0919790412503100225602504Manuel Luis              Castet                   Tolo                                        026S
0919790412503100225602504Luis                     Cortés                   Villacampa                                  026S
0919790412503100225602504Francisco                Rella                    Villamates                                  025S
0919790412503100225602504Eduardo                  Castet                   Bernadets                                   025S
0919790412503200094502901Ramón                    Casanoves                Serra                                       023N
0919790412503200094502901Pedro                    Porta                    Altimir                                     023N
0919790412503200094502901Pedro                    Isern                    Ribot                                       028N
0919790412503200094502901Francisco                Tort                     Gispert                                     029S
0919790412616100227001405P.                       Muñoz                    Ruiz                                        010S
0919790412616100227001405P.                       Fernández                Muñoz                                       010S
0919790412616100227001405M.P.                     Muñoz                    Ruiz                                        011S
0919790412616100227001405B.                       Fernández                Muñoz                                       013S
0819790412616200227006005T.                       Mateo                    Barrio                                      038S
0819790412616200227006005L.                       Garrido                  Solas                                       040S
0819790412616200227006005J.A.                     Zanza                    Jorge                                       032S
0819790412616200227006005F.                       Martínez                 Bañares                                     086S
0819790412616200227006005A.L.                     Del Campo                Bañares                                     044S
0819790412616300219906704S.                       Nestares                 Álvarez                                     002N
0819790412616300219906704R.                       García                   Pérez                                       063S
0819790412616300219906704J.A.                     Velasco                  Ochoa                                       076S
0819790412616300219906704F.                       Muro                     Bayo                                        064S
0819790412616300219906704A.                       Urturi                   Zorzano                                     064S
0819790412616300227005001S.                       Velasco                  Garrido                                     048N
0819790412616300227005001S.                       Ceniceros                Velasco                                     029N
0819790412616300227005001J.                       Martínez                 Mayoral                                     027N
0819790412616300227005001G.                       Marca                    Urturi                                      049S
0819790412616300227005001A.                       Ceniceros                Velasco                                     047N
0919790412616400094904304V.                       Parmo                    Sáinz                                       048S
0919790412616400094904304R.                       Bernádez                 Blázquez                                    030S
0919790412616400094904304M.                       Esteban                  de Pablo                                    038S
0919790412616400094904304J.                       Cilla                    Martínez                                    025N
0919790412616400094904304E.                       Blázquez                 Romero                                      032S
0919790412616400227001901L.                       Valpuesta                Antón                                       016N
0819790414900200227008405Raimundo                 Sevillano                Navarro                                     072S
0819790414900200227008405Luis                     Carbajo                  Manteca                                     065S
0819790414900200227008405Fernando                 Manteca                  Álvarez                                     082S
0819790414900200227008405Avelino                  Gallego                  Cabezón                                     041S
0819790414902800227006605Secundino                Uña                      Esteban                                     038S
0819790414902800227006605José                     Furones                  Marcos                                      069S
0819790414902800227006605Florencio                Esteban                  Zamora                                      041S
0819790414902800227006605Eduardo                  Rodríguez                Montenegro                                  056S
0819790414902800227006605Dionisio                 Delgado                  Sobejano                                    062S
0819790414905900094907204Pedro                    Avéillo                  Sánchez                                     074S
0819790414905900094907204Hipólito                 Barrios                  Sánchez                                     071S
0819790414905900094907204Gregorio                 Monje                    Cuadrado                                    002N
0819790414905900094907204Florencio                Herrero                  del Brio                                    071S
0819790414905900094907204Eloy                     Pechero                  Misericordia                                070S
0819790414905900227003801Ángel                    Rodríguez                García                                      047N
0819790414905900227003801Marciano                 Monje                    Cuadrado                                    052S
0819790414905900227003801Manuel                   Cuadrado                 Fariza                                      045N
0819790414905900227003801Manuel                   Amigo                    Lucas                                       003N
0819790414905900227003801José                     Monje                    Cuadrado                                    002N
0819790414905900227003801Amando                   Hernández                González                                    005N
0819790414906100215604703Sixto                    Segurado                 Domínguez                                   009N
0819790414906100215604703Pedro                    Franco                   Segurado                                    063S
0819790414906100215604703Francisco                Santamaría               Segurado                                    052S
0819790414906100215604703Eugenio                  Suaña                    Segurado                                    031N
0819790414906100215604703Delfín                   García                   Fuentes                                     033S
0819790414906100227002802Vicente                  Suaña                    Segurado                                    056S
0819790414906100227002802José                     Pérez                    Carretero                                   005N
0819790414906100227002802Javier                   Pérez                    Vázquez                                     020N
0819790414906100227002802César                    Prieto                   Franco                                      000N
0819790414906100227002802Carlos                   Segurado                 Domínguez                                   034S
0819790414908300209800000Jordi                    Fonvellida               Antolín                                     000N
0819790414908300227007105Narciso                  Bermejo                  Ruíz                                        065S
0819790414908300227007105José                     Castro                   Martín                                      051S
0819790414908300227007105Gregorio                 Carbajo                  Manteca                                     066S
0819790414908300227007105Angelberto               Mateos                   Castro                                      060S
0819790414908300227007105Alejandro M.             Pinilla                  Rodríguez                                   044S
0819790414908600227005205Pedro                    Pastor                   Ratón                                       042S
0819790414908600227005205Narciso                  Pastor                   Pastor                                      055S
0819790414908600227005205Laurentino               González                 Pastor                                      032S
0819790414908600227005205José Andrés              Prieto                   Baz                                         030S
0819790414908600227005205Eustaquio                Temprano                 Salgado                                     052S
0819790414908800219704301Sebastián                Martín                   Barrios                                     034N
0919790410313000227002405Francisco                Nadal                    Segui                                       022S
0819790410313400209800100Rosa                     Sánchez                  Hidalgo                                     001N
0819790410313400219904801Vicente                  Mateu                    Gisbert                                     047N
0819790410313400219904801Miguel                   Alamany                  Camps                                       018N
0819790410313400219904801Joaquín                  Conca                    Alcaraz                                     033N
0819790410313400219904801Enrique                  Mezquida                 Vidal                                       048S
0819790410313400219904801Antonio                  Bernabeu                 Boronat                                     047N
0819790410313400227008404Vicente                  Vidal                    Gisbert                                     072N
0819790410313400227008404Vicente                  Camps                    Mengual                                     048S
0819790410313400227008404Perfecto                 Costa                    Alcaraz                                     081S
0819790410313400227008404Pascual                  Boronat                  Alcaraz                                     054S
0819790410313400227008404Ismael                   Alcaraz                  Cortes                                      084S
0819790411200200115500000Araceli                  García                   Mata                                        000N
0819790411200200115500000Angel                    Palomos                  Cobos                                       000N
0819790411200200209800000Purificación             Bese                     Buján                                       000N
0819790411200200209800000Mª Carmen                González                 Albert                                      000N
0819790411200200227008905Ramón                    Soler                    Mondragón                                   030S
0819790411200200227008905Pascual                  Sorribes                 Piquer                                      075S
0819790411200200227008905Miguel                   Miravet                  Castelló                                    083S
0819790411200200227008905José Luis                Sorribes                 Tomás                                       051S
0819790411200200227008905Herminio                 Salvador                 Piquer                                      002N
0819790411200200227008905Herminio                 Lengua                   Rochera                                     111S
0819790411200200227008905Amado                    Sorribes                 Piquer                                      005N
0819790411201300115500000Fernando                 Benito                   Cobos                                       000N
0819790411201300115500000Antonio                  Zamarrón                 Carrascal                                   000N
0819790411201300209800000Mª Carmen                Crespo                   Bejarano                                    000N
0819790411201300209800000Clementina               Ávila                    Ávila                                       000N
0819790411201300227007905Vicente                  Rull                     Santagüeda                                  056S
0819790411201300227007905Salustiano               Couado                   Fornas                                      069S
0819790411201300227007905Reinaldo                 Badenas                  Villalonga                                  067S
0819790411201300227007905Miguel                   Fornas                   Martín                                      060S
0819790411201300227007905José                     Monfort                  Montolio                                    064S
0819790410812900106903805Rafael                   Sole                     Bages                                       020S
0819790410812900106903805M.                       Vilaro                   Blancafort                                  026S
0819790410812900106903805Juan                     Nogue                    Roca                                        026S
0819790410812900106903805Juan                     Molist                   Cirera                                      036S
0819790410812900106903805Juan                     Casas                    Bajas                                       044S
0819790410813900106904302José                     Llorens                  Puch                                        039S
0819790410813900106904302Jordi                    Peric                    Sindeval                                    018N
0819790410813900106904302Isidro                   Soler                    Pique                                       027N
0819790410813900106904302Fernando                 Vallbe                                                               036N
0819790410813900106904302Esteban                  Fortes                                                               055S
0819790410813900181205303Pedro                    Fabret                                                               033N
0819790410813900181205303Juan                     Closas                   Blach                                       027N
0819790410813900181205303José                     Cuside                                                               063S
0819790410813900181205303Jaime                    Pla                      Mas                                         037S
0819790410813900181205303Andrés                   Trullas                                                              053S
0819790410814200106905305Ramón                    Casals                   Cunit                                       031S
0819790410814200106905305Luis                     Venturos                 Subirats                                    040S
0819790410814200106905305José                     Marginet                 Barniol                                     061S
0819790410814200106905305Fermín                   Comellas                 Prat                                        037S
0819790410814200106905305Clemente                 Escabe                   Sole                                        045S
0919790410814800181802405Mª Teresa                Ruano                    Jornet                                      013S
0919790410814800181802405Marcela                  Camps                    Rovirosa                                    031S
0919790410814800181802405José                     Almirall                 Martí                                       018S
0919790410814800181802405Francisca                Lorente                  Palon                                       020S
0919790410814800181802405Antonio                  Torner                   Beltrán                                     014S
0819790410815200106906405Miguel                   Soteras                  Margarit                                    054S
0819790410815200106906405José                     Valls                    Cincerith                                   055S
0819790410815200106906405José                     Valls                    Ci                                          048S
0819790410815200106906405José                     Tort                     Carri                                       044S
0819790410815200106906405Alfredo                  Alemán                   Back                                        056S
0819790410815200178003600Mª Teresa                Sabat                    Salinas                                     004N
0819790410815200178003600Miguel                   Bartobí                  Font                                        033N
0819790410815200178003600José                     Vandreví                 Mestres                                     033N
0819790410815200178003600José                     Marcholit                Galaf                                       035N
0819790410815200178003600Amadeo                   Barnodet                 Castelló                                    042N
0819790411921800227004905Valeriano                Moreno                   Molinero                                    051S
0819790411921800227004905Raimundo                 Martínez                 de la Fuente                                040S
0819790411921800227004905Germán                   Esteban                  Esteban                                     037S
0819790411921800227004905Florencio                Bravo                    Esteban                                     033S
0819790411921800227004905Cesáreo                  Bravo                    Sanz                                        036S
0919790411921900227001405Juan Antonio             Herranz                  Agustín                                     014S
0919790411921900227001405José                     Herranz                  Valiente                                    008S
0919790411921900227001405Gervasio                 Herranz                  Agustín                                     008S
0919790411921900227001405Francisco                Madrid                   Herranz                                     013S
0919790411921900227001405Benjamín                 Herranz                  Valentín                                    015S
0819790411922000094904602Juan                     Rodríguez                Peña                                        000N
0819790411922000094904602Jesús                    Gutiérrez                Bermejo                                     043N
0819790411922000094904602Celestino                Rodríguez                Valdominos                                  059S
0819790411922000094904602Benigno                  Gómez                    Gutiérrez                                   044S
0819790411922000094904602Alfredo                  Cobo                     Rodríguez                                   038N
0819790411922000227005503Pascual                  Rodríguez                Peña                                        015N
0819790411922000227005503Hortensio T.             Fernández                Crespo                                      065S
0819790411922000227005503Ernesto                  Sánchez                  Fernández                                   041N
0819790411922000227005503Antonio                  Gutiérrez                Bermejo                                     053S
0819790411922000227005503Alejandro                López                    Morche                                      046S
0919790411922100227000505Nicolás                  Vega                     Colas                                       002S
0919790411922100227000505Nicolás                  Vega                     Baños                                       004S
0919790411922100227000505Miguel                   Baños                    López                                       006S
0919790411922100227000505Juan Isidro              López                    Colas                                       001S
0919790411922100227000505Desiderio                López                    López                                       008S
0819790411922300227005305Teófilo                  Martínez                 Taulero                                     044S
0819790411922300227005305Miguel                   Martínez                 Sanz                                        058S
0819790411922300227005305Julián                   Segura                   Aliaga                                      039S
0819790411922300227005305Elías                    Taulero                  Herranz                                     033S
0819790411922300227005305Agapito                  Maestro                  Rubio                                       040S
0919790411922600227003005Pablo                    Cerrada                  García                                      022S
0919790411922600227003005Jorge Juan               Cerrada                  Somolinos                                   018S
0919790411922600227003005Ignacio                  Cerrada                  Somolinos                                   021S
0919790411922600227003005Gabino                   Cerrada                  Cerrada                                     030S
0919790411922600227003005Antolín                  Cerrada                  Cerrada                                     029S
0819790411922700094904700Vicente                  Beltrán                  Martínez                                    055N
0819790411922700094904700Pablo                    Orea                     Gonzalo                                     028N
0819790411922700094904700Jesús                    Martínez                 Orea                                        038N
0819790411922700094904700Domingo                  Orea                     Navio                                       044N
0819790411922700094904700Alberto                  López                    Navio                                       023N
0819790411922700227006705Vicente                  Meda                     Sánchez                                     053S
0819790411922700227006705Máximo                   Martínez                 Martínez                                    076S
0819790411922700227006705José Luis                Martínez                 Moreno                                      033S
0819790411922700227006705Isaac                    Martínez                 Sanz                                        047S
0819790411922700227006705Alberto                  Pérez                    Gaona                                       059S
0919790411922800227000905Pedro                    Perriroa                 Sanz                                        005S
0919790411922800227000905Pascual                  Cubillo                  Merino                                      005S
0919790411922800227000905Miguel                   Blas                     Cañeque                                     007S
0919790411922800227000905Julián                   Cañeque                  Codonal                                     011S
0919790411922800227000905José                     Martín                   Martín                                      008S
0919790411922900227003105Máximo                   Fernández                de la Zarza                                 023S
0919790411922900227003105Juan                     Alonso                   Gamo                                        018S
0919790411922900227003105José                     Sierra                   Sanz                                        027S
0919790411922900227003105Emigdio                  Alonso                   Gamo                                        020S
0919790411922900227003105Buenaventura             Gamo                     Sierra                                      038S
0919790411923000227003305Santiago                 Lamparero                Centenera                                   022S
0919790411923000227003305Miguel                   Gil                      Lucas                                       026S
0919790411923000227003305Miguel                   Celada                   del Castillo                                026S
0919790411923000227003305Daniel                   de Mora                  Díaz                                        023S
0919790411923000227003305Antonio                  Zamonero                 Celada                                      038S
0919790411923100209800200Mª de los Dolores        Alonso                   López                                       002N
0919790411923100227002305Santiago                 Sanz                     Mingo                                       024S
0919790411923100227002305Julio                    Barbero                  Parra                                       022S
0919790411923100227002305Esteban                  de Mingo                 Perdices                                    012S
0919790411923100227002305Baltasar                 de Pedro                 Sanz                                        019S
0919790412503200094502901David                    González                 López                                       000N
0919790412503200094502901Agustín                  Porta                    Gispert                                     016N
0919790412503200095003904Miguel                   Pérez                    Buisán                                      037S
0919790412503200095003904Juan                     Artigues                 Gispert                                     009N
0919790412503200095003904José                     Porta                    Caura                                       034S
0919790412503200095003904Enrique                  Valls                    Torres                                      035S
0919790412503200095003904Bartolomé                Barral                   Miro                                        042S
0919790412504500095000005René                     Bugat                    Estampa                                     000S
0919790412504500095000005Magdalena                Amiell                   Bugat                                       000S
0919790412504500095000005Juan                     Sabi                     Anglada                                     000S
0919790412504500095000005Eugenio                  Ochoa                    de Alda                                     000S
0919790412504500095000005Diego                    Toldra                   Rondón                                      000S
0819790412504900094506105Ramón                    Regue                    Fabregat                                    039S
0819790412504900094506105Ramón                    Cuberes                  Monfort                                     052S
0819790412504900094506105Pedro                    Cerco                    París                                       048S
0819790412815300181705504Alfonso                  Catalán                                                              055S
0819790412815300209800000Jesús                    Ramiro                                                               000N
0819790412815300209800000Isabel                   Mayoral                                                              000N
0819790412815300227001001Victoriano               Ruiz                                                                 000N
0819790412815300227001001Lucio                    Galindo                                                              000N
0819790412815300227001001José                     Sopeña                                                               000N
0819790412815300227001001Eduardo                  Cid                                                                  042S
0819790412815300227001001Antonio                  Vargas                                                               000N
0819790412816600209800000Ángel                    Gómez                                                                000N
0819790412816600209800000Diego                    Chaves                                                               000N
0819790412816600227002405Rafael                   Serrano                                                              000S
0819790412816600227002405Juan                     Díaz                                                                 000S
0819790412816600227002405Francisco                Sáez                                                                 000S
0819790412816600227002405Benito                   Rodríguez                                                            000S
0819790412816600227002405Alfredo                  Rodríguez                                                            099S
0819790412816900219700000Pascual                  Gozalo                                                               000N
0819790412816900219700000José                     Murillo                                                              000N
0819790412816900219700000Ciriaco                  Poza                                                                 000N
0819790412816900219700000Benigno                  Chichón                                                              000N
0819790412816900219700000Arturo                   Rodríguez                                                            000N
0819790412816900227001505Mª Elena                 Jiménez                                                              061S
0819790412816900227001505Manuel Doroteo           Jiménez                                                              000S
0819790412816900227001505José                     Cid                                                                  000S
0819790412816900227001505Avencio Javier           Sánchez                                                              000S
0819790412816900227001505Avencio                  Sánchez                                                              000S
0819790412818200227000005Pedro                    Domingo                                                              000S
0819790412818200227000005Juan A.                  Mesto                                                                000S
0819790412818200227000005Juan                     Asenjo                                                               000S
0819790412818200227000005Jesús                    Carretero                                                            000S
0819790412818200227000005Jesús                    Carretero                Sanz                                        000S
0819790412891300209800000José Enrique             Rojo                                                                 000N
0819790412891300209800000Josefa Rafaela           Marín                                                                000N
0819790412891300219702403Valeriano                del Pozo                                                             037S
0819790412891300219702403Teodoro                  Sanz                                                                 035S
0819790412891300219702403Félix                    Jiménez                                                              000N
0819790412891300219702403Antonio                  Casanova                                                             025S
0819790412891300219702403Alejandro                García                                                               000N
0819790412891300227001702Ángel                    Jiménez                                                              025S
0819790412891300227001702Pablo                    Martín                                                               044S
0819790412891300227001702Manuel                   Arias                                                                000N
0819790412891300227001702Francisco                Jiménez                                                              000N
0819790412891300227001702Alfonso                  Moreno                                                               000N
0819790413100100055203202Longinos                 Alegría                  Azcarate                                    019N
0819790413100100055203202Juan J.                  Fernández                Lorz                                        026N
0819790413100100055203202José Mª                  Guinea                   Crespo                                      028S
0819790413100100055203202Florentino               López                    Fernández                                   042S
0819790413100100055203202Antonio                  Pascual                  Eguran                                      014N
0819790413100100055402902Teófilo                  Pascual                  Merino                                      015N
0819790413100100055402902José Luis                Gómez                    Alecha                                      031S
0819790413100100055402902Joaquín                  Ayucar                   Iguzquiza                                   018N
0819790413100100055402902Jesús                    Ayucar                   Díaz de Cerio                               026N
0819790413100100055402902J. Martín                Alecha                   Albizu                                      027S
0819790413100300054706103Segundo                  Arrese                   Uriarte                                     078S
0819790413100300054706103Rufino                   Arostegui                Elizondo                                    009N
