032019041529008000077002TJosé                     Ouviña                   Mantel                   M00000000          N
032019041529009000104001TFrancisco Jesús          Vázquez                  Pérez                    M00000000          N
032019041529010000100001TFrancisco                Jordano                  Luna                     M00000000          N
032019041529011000117001TJosé Miguel              Tasende                  Souto                    M00000000          N
032019041529012000117002TAna María                Trujillo                 Díaz                     F00000000          N
032019041529013000021001TDunia                    Al-Mansouri              Umpierrez                F00000000          N
032019041529014000021002TEmilio                   Guerra                   Muñoz                    M00000000          N
032019041039021000117003TCarolina                 Vigara                   García                   F00000000          N
032019041039022000010001TFrancisco                Marco                    Juan                     M00000000          N
032019041039023000104001TAdrián                   Martínez                 Ramos                    M00000000          N
032019041039024000104002TRosa Isabel              Payá                     Giménez                  F00000000          N
032019041039025000104003TRafael                   Adrián                   Serrano                  M00000000          N
032019041039026000063001TManuel                   Serna                    Oltra                    M00000000          N
032019041039027000073001TJosé María               García                   Cabrera                  M00000000          N
032019041039028000038001TAlbert Jesús             Amorós                   Alted                    M00000000          N
032019041049001000083001TRafael Antonio           Hernando                 Fraile                   M00000000          S
032019041049002000083002TLuis Rogelio             Rodríguez Comendador     Pérez                    M00000000          N
032019041049003000083003TMaría Rosario            Soto                     Rico                     F00000000          N
032019041049004000096001TFernando                 Martínez                 López                    M00000000          S
032019041049005000096002TInés María               Plaza                    García                   F00000000          S
032019041049006000096003TJuan Carlos              Pérez                    Navas                    M00000000          S
032019041209027000029003TLuis María               Ormaetxea                Santsiñena               M00000000          N
032019041209028000100001TMaría Rosario            Elcuaz                   Viscarret                F00000000          N
032019041219001000096001TAmaro                    Huelva                   Betanzos                 M00000000          S
032019041219002000096002TJosefa Inmaculada        González                 Bayo                     F00000000          S
032019041219003000096003TJesús                    González                 Márquez                  M00000000          S
032019041219004000083001TCarmelo                  Romero                   Hernández                M00000000          S
032019041219005000083002TFrancisco Javier         González                 Pérez                    M00000000          N
032019041219006000083003TMaría Dolores            Vázquez                  Muñoz                    F00000000          N
032019041219007000081001TLuis Alberto             Zambrano                 Arenas                   M00000000          N
032019041219008000081002TMaría del Carmen         Valera                   Mora                     F00000000          N
032019041219009000081003TJosé                     Gómez                    Galván                   M00000000          N
032019041219010000022001TMaría                    Ponce                    Gallardo                 F00000000          N
